"Date de début";"Date de fin";"Organisme";"code zas";"Zas";"code site";"nom site";"type d'implantation";"Polluant";"type d'influence";"discriminant";"Réglementaire";"type d'évaluation";"procédure de mesure";"type de valeur";"valeur";"valeur brute";"unité de mesure";"taux de saisie";"couverture temporelle";"couverture de données";"code qualité";"validité"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO";"Trafic";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"4.4";"4.35";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO";"Trafic";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"10.2";"10.2";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO";"Trafic";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"13.7";"13.7";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO";"Trafic";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"7";"6.975";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"5";"4.95";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"4";"4";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"5.2";"5.15";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"8.2";"8.2";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"14.8";"14.75";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"22.3";"22.325";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"24.2";"24.175";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"11.4";"11.425";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"7.1";"7.075";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"7";"7";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"7.6";"7.575";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"11.7";"11.725";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"21.4";"21.375";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"37.9";"37.85";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"44.5";"44.5";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"NOX as NO2";"Trafic";"1";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"20.9";"20.925";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"8.3";"8.275";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"9";"9";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"8.8";"8.775";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"9";"9.025";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"10.7";"10.725";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"11.7";"11.675";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"11.3";"11.3";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM10";"Trafic";"3";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"12.1";"12.125";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"5.5";"5.5";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"5.6";"5.575";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"5.4";"5.425";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"5.4";"5.4";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"6.7";"6.7";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"7.4";"7.375";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"5.7";"5.7";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12054";"Toulouse Rte Albi";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200";"moyenne horaire brute";"6.4";"6.35";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"3.3";"3.325";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"4.3";"4.25";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"6.1";"6.125";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"13.2";"13.175";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"30.3";"30.25";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"51.7";"51.675";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"49.3";"49.25";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO";"Trafic";"B";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"27.4";"27.375";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"8";"7.975";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"11.4";"11.35";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"15.8";"15.825";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"35.6";"35.625";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"42.9";"42.85";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"52.3";"52.3";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"50.7";"50.725";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"37.7";"37.725";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"13.1";"13.1";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"17.9";"17.875";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"25.2";"25.2";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"55.8";"55.8";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"89.2";"89.175";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"131.6";"131.55";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"126.3";"126.25";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"NOX as NO2";"Trafic";"B";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"79.7";"79.725";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"8.3";"8.275";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"10.1";"10.1";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"9.9";"9.85";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"13.2";"13.2";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"18.9";"18.9";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"20.9";"20.85";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"26.3";"26.3";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM10";"Trafic";"D";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"35";"34.95";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"5.5";"5.525";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"3.8";"3.825";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"4.6";"4.575";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"1.8";"1.8";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"6.2";"6.225";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"10.2";"10.2";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"9.7";"9.675";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"ATMO OCCITANIE";"FR76ZAG01";"ZAG TOULOUSE";"FR12085";"Toulouse Port de l'Embouchure";"Urbaine";"PM2.5";"Trafic";"2";"Oui";"mesures fixes";"Auto PM_Conf_app TEOM 1405-F";"moyenne horaire brute";"11.8";"11.775";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12095";"Rodez Camonil";"Urbaine";"NO";"Fond";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.3";"0.325";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12095";"Rodez Camonil";"Urbaine";"NO";"Fond";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.1";"0.06667";"µg-m3";;;;"R";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"ATMO OCCITANIE";"FR76ZRE01";"ZR OCCITANIE";"FR12095";"Rodez Camonil";"Urbaine";"NO";"Fond";"1";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.4";"0.43333";"µg-m3";;;;"R";"1"
