"Date de début";"Date de fin";"Organisme";"code zas";"Zas";"code site";"nom site";"type d'implantation";"Polluant";"type d'influence";"discriminant";"Réglementaire";"type d'évaluation";"procédure de mesure";"type de valeur";"valeur";"valeur brute";"unité de mesure";"taux de saisie";"couverture temporelle";"couverture de données";"code qualité";"validité"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO Conf app API T200";"moyenne horaire brute";"0";"-0.025";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO Conf app API T200";"moyenne horaire brute";"0";"0.025";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO Conf app API T200";"moyenne horaire brute";"0.1";"0.075";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO Conf app API T200";"moyenne horaire brute";"0.1";"0.075";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO Conf app API T200";"moyenne horaire brute";"0.1";"0.1";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO Conf app API T200";"moyenne horaire brute";"0.1";"0.1";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.6";"1.55";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.5";"1.5";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.4";"1.375";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.6";"1.575";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.9";"1.875";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"2.6";"2.6";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"3.9";"3.85";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"3";"3.025";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"72.6";"72.55";"µg-m3";;;;"A";"4"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"71.1";"71.125";"µg-m3";;;;"A";"4"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"71.7";"71.725";"µg-m3";;;;"A";"4"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"63.6";"63.625";"µg-m3";;;;"A";"4"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"58.3";"58.325";"µg-m3";;;;"A";"4"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"56.8";"56.75";"µg-m3";;;;"A";"4"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"54.3";"54.275";"µg-m3";;;;"A";"4"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"54.2";"54.2";"µg-m3";;;;"A";"4"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.6";"1.575";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.6";"1.575";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.4";"1.35";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.6";"1.625";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"1.9";"1.925";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"2.7";"2.725";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"4";"4";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"NOX as NO2";"Fond";"2";"Oui";"mesures fixes";"Auto NO2_NOx Conf app API T200";"moyenne horaire brute";"3.2";"3.175";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"7.6";"7.6";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"7.2";"7.15";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"8";"7.975";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"5.8";"5.825";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"4.7";"4.725";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"2.1";"2.125";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"1.1";"1.125";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM10";"Fond";"4";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"1.5";"1.45";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"3.9";"3.875";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"3.9";"3.9";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"4.1";"4.1";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"3.8";"3.775";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"3.4";"3.4";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"1.6";"1.6";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"0.9";"0.85";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23124";"LA TARDIERE";"Rurale nationale";"PM2.5";"Fond";"2";"Oui";"mesures fixes";"Auto PM_Conf_app FIDAS 200S";"moyenne horaire brute";"1.1";"1.075";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.2";"0.16667";"µg-m3";;;;"R";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.4";"0.375";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.3";"0.275";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.3";"0.325";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.3";"0.275";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.4";"0.4";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.4";"0.425";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZRE01";"ZR PAYS-DE-LA-LOIRE";"FR23149";"CUTULLIC2";"Périurbaine";"SO2";"Industrielle";"A";"Oui";"mesures fixes";"Auto SO2 Conf app API 100E";"moyenne horaire brute";"0.5";"0.45";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.1";"0.1";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.1";"0.1";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.1";"0.125";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.2";"0.15";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.1";"0.1";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.2";"0.175";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.4";"0.375";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO";"Fond";"A";"Oui";"mesures fixes";"Auto NO app AC32M";"moyenne horaire brute";"0.7";"0.675";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"2.1";"2.075";"µg-m3";;;;"A";"1"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"2.4";"2.4";"µg-m3";;;;"A";"1"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"2.4";"2.35";"µg-m3";;;;"A";"1"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"2.3";"2.25";"µg-m3";;;;"A";"1"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"2.4";"2.375";"µg-m3";;;;"A";"1"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"3.9";"3.925";"µg-m3";;;;"A";"1"
"2026/03/30 06:00:00";"2026/03/30 07:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"5.5";"5.525";"µg-m3";;;;"A";"1"
"2026/03/30 07:00:00";"2026/03/30 08:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"NO2";"Fond";"A";"Oui";"mesures fixes";"Auto NO2_NOx app AC32M";"moyenne horaire brute";"6.3";"6.325";"µg-m3";;;;"A";"1"
"2026/03/30 00:00:00";"2026/03/30 01:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"76.2";"76.2";"µg-m3";;;;"A";"4"
"2026/03/30 01:00:00";"2026/03/30 02:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"72.9";"72.85";"µg-m3";;;;"A";"4"
"2026/03/30 02:00:00";"2026/03/30 03:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"67.7";"67.65";"µg-m3";;;;"A";"4"
"2026/03/30 03:00:00";"2026/03/30 04:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"66.5";"66.525";"µg-m3";;;;"A";"4"
"2026/03/30 04:00:00";"2026/03/30 05:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"63.2";"63.225";"µg-m3";;;;"A";"4"
"2026/03/30 05:00:00";"2026/03/30 06:00:00";"AIR PAYS DE LA LOIRE";"FR52ZAR01";"ZAR ANGERS-LOIRE";"FR23150";"APPENTIS";"Urbaine";"O3";"Fond";"A";"Oui";"mesures fixes";"Auto O3 Conf app API 400E";"moyenne horaire brute";"60.4";"60.35";"µg-m3";;;;"A";"4"
