datetime,code_site,nom_site,NO2,O3,PM10,PM25
2026-03-27 00:00:00,FR19002,Rennes Laennec,20.5,,20.6,13.5
2026-03-27 00:00:00,FR19007,Rennes Les Halles,20.3,,,
2026-03-27 00:00:00,FR19012,Brest Mace,8.4,66.8,11.5,5.9
2026-03-27 00:00:00,FR19014,Brest Desmoulins,11.1,,15.0,
2026-03-27 00:00:00,FR19016,BREST Plouzané,,70.6,,
2026-03-27 00:00:00,FR19018,MORDELLES BELLAIS,,53.9,,
2026-03-27 00:00:00,FR19020,Kergoff,1.4,71.2,15.2,7.8
2026-03-27 00:00:00,FR19032,Lorient B. Bissonnet,7.7,59.0,16.7,11.0
2026-03-27 00:00:00,FR19033,Vannes UTA,5.2,68.0,15.5,8.8
2026-03-27 00:00:00,FR19037,Lorient Normandie,8.1,,15.9,9.0
2026-03-27 00:00:00,FR19039,Rennes Thabor,14.8,53.6,22.6,15.4
2026-03-27 00:00:00,FR19053,Quimper Zola,11.4,51.8,18.8,12.2
2026-03-27 00:00:00,FR19082,StMalo Rocabey,2.1,80.3,23.1,6.8
2026-03-27 00:00:00,FR20013,A7 SUD LYONNAIS,6.5,,5.3,4.1
2026-03-27 00:00:00,FR20017,GERLAND,5.2,,5.5,4.0
2026-03-27 00:00:00,FR20029,FEYZIN STADE,,,5.2,
2026-03-27 00:00:00,FR20037,TERNAY,3.1,70.4,,
2026-03-27 00:00:00,FR20046,VAULX EN VELIN,5.3,58.7,,2.9
2026-03-27 00:00:00,FR20047,COTIERE AIN,2.4,64.1,5.3,
2026-03-27 00:00:00,FR20048,SAINT EXUPERY,4.6,62.1,,
2026-03-27 00:00:00,FR20049,HAUT BEAUJOLAIS,,75.8,,
2026-03-27 00:00:00,FR20062,LYON Centre,2.9,64.9,6.8,4.7
2026-03-27 00:00:00,FR20069,Lyon Périphérique,10.7,,8.5,
2026-03-27 00:00:00,FR20070,LYON TRAFIC JAURES,4.2,,7.2,
2026-03-27 00:00:00,FR20077,Villefranche Centre ,4.9,64.1,,
2026-03-27 00:00:00,FR21001,Caen Chemin-Vert,9.6,54.6,9.2,6.6
2026-03-27 00:00:00,FR21019,IFS Caen sud,8.8,52.8,10.0,
2026-03-27 00:00:00,FR21031,Alençon Météo-France,16.2,40.9,15.7,13.5
2026-03-27 00:00:00,FR21038,Cherbourg Hotel de Ville,8.0,63.5,8.6,4.3
2026-03-27 00:00:00,FR21039,Cherbourg PMF,4.9,,,7.4
2026-03-27 00:00:00,FR21040,Saint-Lô Eglise,7.3,31.3,18.3,
2026-03-27 00:00:00,FR21041,Ouistreham Baie de l Orne,,45.0,,
2026-03-27 00:00:00,FR21050,La Coulonche MERA,,75.9,6.5,4.4
2026-03-27 00:00:00,FR22009,Ecole de Carling(9),11.0,,4.0,
2026-03-27 00:00:00,FR22054,Station de FORBACH,24.2,19.3,12.3,6.8
2026-03-27 00:00:00,FR23003,LA MEGRETAIS,4.1,,11.9,8.0
2026-03-27 00:00:00,FR23068,FROSSAY,6.0,,11.7,8.3
2026-03-27 00:00:00,FR23070,S ETIENNE DE MONTLUC,3.2,,10.9,6.4
2026-03-27 00:00:00,FR23075,JULES VERNE,9.1,,,
2026-03-27 00:00:00,FR23078,SAINT EXUPERY,6.3,60.9,11.0,8.3
2026-03-27 00:00:00,FR23110,LEON BLUM,6.2,66.8,16.0,8.9
2026-03-27 00:00:00,FR23120,BEAUX ARTS,15.2,,10.6,7.7
2026-03-27 00:00:00,FR23123,MAZAGRAN,34.7,10.6,12.7,10.1
2026-03-27 00:00:00,FR23124,LA TARDIERE,3.8,59.4,10.1,6.5
2026-03-27 00:00:00,FR23150,APPENTIS,11.9,39.6,,
2026-03-27 00:00:00,FR23152,DELACROIX,6.9,63.7,12.6,8.4
2026-03-27 00:00:00,FR23157,EPINETTES,,40.4,,
2026-03-27 00:00:00,FR23163,Fillé,,36.2,,
2026-03-27 00:00:00,FR23174,GUEDOU,33.6,,,
2026-03-27 00:00:00,FR23175,CLOS DES BEAUVAIS,,35.7,,
2026-03-27 00:00:00,FR23177,SAINT-DENIS D'ANJOU,4.8,31.3,7.4,4.9
2026-03-27 00:00:00,FR23178,PARSCAU DU PLESSIS,6.1,,14.6,9.6
2026-03-27 00:00:00,FR23181,PARC PAYSAGER,6.5,,,
2026-03-27 00:00:00,FR23182,SOURCES,18.2,40.9,12.5,9.5
2026-03-27 00:00:00,FR23188,CIM BOUTEILLERIE,8.0,62.6,12.2,7.7
2026-03-27 00:00:00,FR23230,GASPARD,,58.5,,
2026-03-27 00:00:00,FR23238,LEVOYER,,,15.3,5.9
2026-03-27 00:00:00,FR23239,LA CHABOSSIERE,17.2,,15.1,9.9
2026-03-27 00:00:00,FR23242,BD DU ROI RENE,20.0,,14.4,4.0
2026-03-27 00:00:00,FR23249,LA CAME,5.4,,10.2,6.6
2026-03-27 00:00:00,FR23251,FRERES GONCOURT,9.3,,14.8,9.3
2026-03-27 00:00:00,FR23252,LA PAIX,31.1,,,9.3
2026-03-27 00:00:00,FR24007,ANTIBES JEAN MOULIN,16.6,56.2,,
2026-03-27 00:00:00,FR24009,CANNES BROUSSAILLES,11.9,66.3,3.1,1.5
2026-03-27 00:00:00,FR24011,NICE OUEST BOTANIQUE,,91.8,,
2026-03-27 00:00:00,FR24014,CIANS,,89.9,,
2026-03-27 00:00:00,FR24021,PEILLON,,,4.1,2.4
2026-03-27 00:00:00,FR24033,GAP COMMANDERIE,2.0,88.6,4.3,-1.5
2026-03-27 00:00:00,FR24035,NICE PROMENADE,18.5,,8.7,5.5
2026-03-27 00:00:00,FR24036,NICE ARSON,6.3,85.6,2.3,1.0
2026-03-27 00:00:00,FR24038,GAP JEAN JAURES,3.0,,7.9,3.3
2026-03-27 00:00:00,FR24039,Obs Haute-Provence,,85.8,1.3,0.9
2026-03-27 00:00:00,FR24040,Cheiron,,100.3,,
2026-03-27 00:00:00,FR25035,Gd Couronne Mairie,,,28.9,
2026-03-27 00:00:00,FR25036,Espace du Palais,36.8,31.7,17.8,15.3
2026-03-27 00:00:00,FR25039,Evreux Centre,9.8,26.3,12.9,11.2
2026-03-27 00:00:00,FR25040,Mesnil Esnard,,49.9,,
2026-03-27 00:00:00,FR25043,Centre Hospitalier,20.8,38.3,21.6,19.1
2026-03-27 00:00:00,FR25048,Petit Quevilly,43.5,,24.8,20.3
2026-03-27 00:00:00,FR25049,Base loisirs Poses,,34.0,13.7,11.3
2026-03-27 00:00:00,FR25050,Bures-en-bray,,31.8,,
2026-03-27 00:00:00,FR25051,Dieppe prox-auto,8.4,,9.4,13.0
2026-03-27 00:00:00,FR25053,Rouen Proxi Quai de Paris,25.4,,17.3,11.9
2026-03-27 00:00:00,FR25054,Petit-Quevilly Sud 3,46.9,,33.1,
2026-03-27 00:00:00,FR25055,Dieppe Golf,,61.0,9.7,7.7
2026-03-27 00:00:00,FR26005,Dijon Péjoces,5.2,74.4,9.2,5.5
2026-03-27 00:00:00,FR26012,Morvan,3.0,70.9,7.0,8.1
2026-03-27 00:00:00,FR26014,Dijon Trémouille,6.1,,4.7,
2026-03-27 00:00:00,FR26016,Sens,19.9,29.6,14.0,
2026-03-27 00:00:00,FR26017,Nevers,6.4,54.8,8.5,7.1
2026-03-27 00:00:00,FR26019,Auxerre,,33.0,13.7,12.2
2026-03-27 00:00:00,FR26094,Dijon Ardennes,3.6,,3.7,6.0
2026-03-27 00:00:00,FR27002,ROUSSILLON,3.8,72.1,6.9,
2026-03-27 00:00:00,FR27003,ROCHES DE CONDRIEU,2.6,72.2,,
2026-03-27 00:00:00,FR27005,Sablons,1.9,75.1,,
2026-03-27 00:00:00,FR27007,Bourgoin-Jallieu,3.6,59.7,3.6,3.1
2026-03-27 00:00:00,FR27010,Plateau de Bonnevaux,1.9,68.4,,
2026-03-27 00:00:00,FR27011,A7 Salaise Ouest,9.9,,5.0,6.9
2026-03-27 00:00:00,FR28010,Harnes Serres,24.0,21.6,,
2026-03-27 00:00:00,FR28022,St-Laurent-Blangy,24.5,19.1,26.9,14.3
2026-03-27 00:00:00,FR28028,Bethune Stade,15.8,32.9,22.0,18.4
2026-03-27 00:00:00,FR28033,Noeux-les-Mines,,,23.8,
2026-03-27 00:00:00,FR29424,SAINT ETIENNE SUD,5.7,60.4,4.8,4.0
2026-03-27 00:00:00,FR29426,SAINT-CHAMOND,,78.7,,2.5
2026-03-27 00:00:00,FR29439,LA TALAUDIERE,2.3,71.6,4.3,3.6
2026-03-27 00:00:00,FR29441,ST ETIENNE BD URBAIN ,3.6,,6.0,
2026-03-27 00:00:00,FR30019,Epinal,9.6,40.9,7.2,5.3
2026-03-27 00:00:00,FR30021,Fléville,,,9.6,
2026-03-27 00:00:00,FR30026,Luneville,3.7,,,
2026-03-27 00:00:00,FR30027,Frolois,,,11.5,
2026-03-27 00:00:00,FR30028,Schlucht,2.7,,,
2026-03-27 00:00:00,FR30030,Neuves-Maisons,,,5.6,
2026-03-27 00:00:00,FR30032,Heming,6.0,,5.9,
2026-03-27 00:00:00,FR30033,Jonville en Woevre,1.9,32.1,11.4,
2026-03-27 00:00:00,FR30034,Nancy-Charles III,12.1,58.4,9.5,7.0
2026-03-27 00:00:00,FR30036,Nancy-Libération,6.5,,,4.2
2026-03-27 00:00:00,FR31001,GRAND PARC,5.8,65.3,19.2,
2026-03-27 00:00:00,FR31002,TALENCE,11.5,58.4,16.4,9.5
2026-03-27 00:00:00,FR31007,BASSENS,6.9,62.0,17.2,10.7
2026-03-27 00:00:00,FR31008,LE TEMPLE,1.1,41.7,,
2026-03-27 00:00:00,FR31010,AMBES,1.7,71.7,,
2026-03-27 00:00:00,FR31013,BILLERE,6.5,52.9,9.2,5.6
2026-03-27 00:00:00,FR31016,SAINT-CROUTS,10.1,45.0,,
2026-03-27 00:00:00,FR31017,ANGLET,8.0,,22.1,9.1
2026-03-27 00:00:00,FR31020,LACQ,5.0,,,
2026-03-27 00:00:00,FR31021,LABASTIDE CEZERACQ,5.5,27.7,9.4,
2026-03-27 00:00:00,FR31024,MOURENX,2.7,,,
2026-03-27 00:00:00,FR31026,TARTAS Pelletrin,,,10.9,
2026-03-27 00:00:00,FR31033,PERIGUEUX,5.5,67.4,6.2,4.3
2026-03-27 00:00:00,FR31039,PAU TOURASSE,9.9,,17.3,
2026-03-27 00:00:00,FR31040,MARMANDE,2.4,,20.4,7.8
2026-03-27 00:00:00,FR31043,Biarritz-hippodrome,4.5,79.1,22.0,7.5
2026-03-27 00:00:00,FR31045,Bordeaux_GAUTIER,20.7,,20.2,14.5
2026-03-27 00:00:00,FR31055,MONT-DE-MARSAN - MIDOUZE,5.5,34.9,12.0,8.7
2026-03-27 00:00:00,FR31057,Floirac Branne,14.8,,15.7,
2026-03-27 00:00:00,FR32001,Chalon Centre Ville,6.6,,,2.2
2026-03-27 00:00:00,FR32002,Champforgueil,10.5,59.8,7.8,4.3
2026-03-27 00:00:00,FR32005,Montceau-les-Mines 9me écluse,2.7,74.7,6.6,5.1
2026-03-27 00:00:00,FR32006,Macon Paul Bert,2.9,77.6,,7.0
2026-03-27 00:00:00,FR33101,PASTEUR,5.3,,3.6,2.7
2026-03-27 00:00:00,FR33102,CHAMBERY LE HAUT,,69.7,,
2026-03-27 00:00:00,FR33105,Chambéry Trafic,8.3,,1.1,
2026-03-27 00:00:00,FR33113,Maurienne Trafic,0.4,,3.8,
2026-03-27 00:00:00,FR33120,CHAMONIX,9.7,49.2,11.1,
2026-03-27 00:00:00,FR33121,Albertville,3.2,62.1,2.8,2.2
2026-03-27 00:00:00,FR33122,La Léchère,,,11.0,
2026-03-27 00:00:00,FR33201,LOVERCHY,5.7,72.2,3.7,2.9
2026-03-27 00:00:00,FR33203,ANNECY Rocade,5.1,,9.7,
2026-03-27 00:00:00,FR33211,ANNEMASSE,4.3,70.1,3.5,2.7
2026-03-27 00:00:00,FR33212,GAILLARD,,74.6,3.0,2.4
2026-03-27 00:00:00,FR33220,PASSY,2.5,60.5,6.4,3.7
2026-03-27 00:00:00,FR33232,BOSSONS,14.3,,11.0,
2026-03-27 00:00:00,FR33302,St Germain/Rhône,1.7,69.1,2.6,2.1
2026-03-27 00:00:00,FR33305,Bourg-en-Bresse,2.0,44.5,6.0,5.1
2026-03-27 00:00:00,FR34013,Gambetta,14.5,,8.7,
2026-03-27 00:00:00,FR34017,Marigny-les-usages,,46.5,,
2026-03-27 00:00:00,FR34024,Joué lès Tours,16.1,39.6,8.3,6.5
2026-03-27 00:00:00,FR34025,La Bruyère,9.2,,8.5,6.9
2026-03-27 00:00:00,FR34026,Tours péri-urbaine,,64.3,,
2026-03-27 00:00:00,FR34028,Pompidou,10.6,,6.2,2.8
2026-03-27 00:00:00,FR34029,La_Source-CNRS,6.9,48.0,6.8,5.0
2026-03-27 00:00:00,FR34030,Bourges-Baffier,11.4,,5.5,
2026-03-27 00:00:00,FR34032,Leblanc,6.9,38.9,9.3,8.2
2026-03-27 00:00:00,FR34038,Verneuil,2.1,13.2,,2.2
2026-03-27 00:00:00,FR34041,Fulbert,,33.3,11.2,9.6
2026-03-27 00:00:00,FR34043,Oysonville,10.6,48.1,,
2026-03-27 00:00:00,FR34046,Dreux Centre,9.4,20.8,9.2,7.9
2026-03-27 00:00:00,FR34047,Saint-Remy,10.3,,7.7,
2026-03-27 00:00:00,FR34048,Chartres_trafic,15.0,,,5.8
2026-03-27 00:00:00,FR34051,Chateauroux Sud,6.2,58.6,6.4,4.8
2026-03-27 00:00:00,FR34054,Faverolles,,59.9,,
2026-03-27 00:00:00,FR34056,Montierchaume,,49.4,,
2026-03-27 00:00:00,FR34061,Blois nord,8.4,50.8,8.3,7.0
2026-03-27 00:00:00,FR34063,Blois_trafic,19.0,,,9.8
2026-03-27 00:00:00,FR34064,Montargis_trafic,13.9,,,8.1
2026-03-27 00:00:00,FR34066,Montargis Les Cites,19.1,37.1,13.3,11.2
2026-03-27 00:00:00,FR34067,St Jean de la Ruelle,18.2,,11.8,9.9
2026-03-27 00:00:00,FR35002,ST JUNIEN - Fontaine,5.4,51.3,7.2,
2026-03-27 00:00:00,FR35004,BRIVE - Dalton,5.2,54.9,11.6,
2026-03-27 00:00:00,FR35006,TULLE - Hugo,6.7,44.0,5.2,
2026-03-27 00:00:00,FR35007,PALAIS S/ V.- Garros,,66.4,5.2,6.1
2026-03-27 00:00:00,FR35010,LIMOGES - Aine,4.1,,6.2,
2026-03-27 00:00:00,FR35012,LA NOUAILLE - MERA,,62.6,,
2026-03-27 00:00:00,FR35019,SAILLAT - Ipaper,1.9,,6.1,
2026-03-27 00:00:00,FR35027,LIMOGES - BERLAND,4.4,64.4,5.5,4.1
2026-03-27 00:00:00,FR36001,Valence Périurb. Sud,5.0,65.6,,
2026-03-27 00:00:00,FR36002,Valence Urb. Centre,4.6,64.8,4.5,3.6
2026-03-27 00:00:00,FR36019,Romans-sur-Isère,,69.5,5.2,4.0
2026-03-27 00:00:00,FR36021,Drôme Rurale Sud-SND,0.8,79.9,2.1,1.6
2026-03-27 00:00:00,FR36032,A7 Valence Est,5.3,,9.2,
2026-03-27 00:00:00,FR37001,ST de Baie mahault,4.4,35.4,,
2026-03-27 00:00:00,FR37006,PTP-VICTOIRE,25.0,25.8,7.6,3.2
2026-03-27 00:00:00,FR37010,BT_PICHON,21.8,35.8,7.9,3.3
2026-03-27 00:00:00,FR37040,ABYMES RN1,1.6,,10.1,
2026-03-27 00:00:00,FR37041,Anse-Bertrand Campêche,,,20.6,
2026-03-27 00:00:00,FR38001,LYC. LISLET GEOFFROY,6.7,17.5,10.2,3.9
2026-03-27 00:00:00,FR38009,Ecole La Marine,12.6,,,
2026-03-27 00:00:00,FR38011,Station Luther King,9.0,8.8,14.5,
2026-03-27 00:00:00,FR38014,Ligne Paradis,5.9,9.7,3.9,
2026-03-27 00:00:00,FR38016,Station Bourg-Murat,15.4,14.3,4.0,
2026-03-27 00:00:00,FR38017,Grand Coude,,,3.3,2.2
2026-03-27 00:00:00,FR38018,Centre Penitencier,17.8,,,
2026-03-27 00:00:00,FR38020,Plateau Caillou,5.3,19.3,3.6,
2026-03-27 00:00:00,FR38021,Grand Fond,6.4,22.3,,
2026-03-27 00:00:00,FR38022,Chaussée Royale,,,9.0,2.6
2026-03-27 00:00:00,FR38024,RDT SAINT-LEU,6.9,,6.7,3.3
2026-03-27 00:00:00,FR38098,Sarda Garriga,2.4,,,
2026-03-27 00:00:00,FR39008,Ville de Schoelcher,,,9.5,4.6
2026-03-27 00:00:00,FR39009,Lamentin,7.6,39.2,12.8,6.1
2026-03-27 00:00:00,FR39010,Concorde,11.5,,,
2026-03-27 00:00:00,FR39011,Reneville,4.7,,10.9,
2026-03-27 00:00:00,FR39014,Sainte_Luce,0.3,71.1,10.9,5.1
2026-03-27 00:00:00,FR39015,Fort-de-France - Hôtel de ville,,,8.8,3.8
2026-03-27 00:00:00,FR39016,Robert Bourg,-0.6,76.7,9.0,3.6
2026-03-27 00:00:00,FR39017,Bellevue,2.1,75.7,,
2026-03-27 00:00:00,FR40006,Kourou Gaston Monnerville Brady,,,8.0,3.8
2026-03-27 00:00:00,FR40007,Kalou,0.8,23.8,,
2026-03-27 00:00:00,FR40008,Caiena3,,,8.4,
2026-03-27 00:00:00,FR40009,Cayenne-Bouchon,,,9.1,3.5
2026-03-27 00:00:00,FR41001,AJACCIO CANETTO,8.1,76.2,18.2,5.7
2026-03-27 00:00:00,FR41002,BASTIA GIRAUD,4.5,79.8,16.0,4.9
2026-03-27 00:00:00,FR41004,BASTIA LA MARANA,2.7,81.0,20.9,
2026-03-27 00:00:00,FR41017,BASTIA MONTESORO,2.6,84.1,17.3,4.8
2026-03-27 00:00:00,FR41024,VENACO,,84.4,15.2,
2026-03-27 00:00:00,FR41060,BASTIA FANGO,3.5,,15.3,
2026-03-27 00:00:00,FR41063,AJACCIO CONFINA 2,2.6,58.2,,
2026-03-27 00:00:00,FR41073,AJACCIO NAPOLEON,3.4,,19.9,
2026-03-27 00:00:00,FR42010,Strasbourg Neudorf Ecoquartier Danube,7.8,,4.8,3.5
2026-03-27 00:00:00,FR42011,Haguenau-Place marché aux bestiaux,6.5,59.7,,2.9
2026-03-27 00:00:00,FR43001,Kawéni Village,,,46.2,
2026-03-27 00:00:00,FR43002,Convalescence,,,3.5,1.4
2026-03-27 00:00:00,FR43099,Kawéni Nord,,,54.2,
2026-03-27 00:00:00,FR50060,Montauban - Ramierou,8.0,59.3,9.6,6.0
2026-03-27 00:00:00,FR50224,Perpignan bd Pyrénées,12.5,,12.6,3.9
2026-03-27 00:00:00,FR50225,Montpellier Liberté,4.0,,3.8,3.1
2026-03-27 00:00:00,FR50227,Montpellier Antigone,11.0,,,
2026-03-27 00:00:00,FR50232,Nimes Allende,5.6,,2.2,1.6
2026-03-27 00:00:00,FR82001,Besancon Mégevand,11.1,,,
2026-03-27 00:00:00,FR82005,Montfaucon,,73.7,,
2026-03-27 00:00:00,FR82006,Besançon Prévoyance,6.6,65.0,6.1,0.3
2026-03-27 00:00:00,FR82010,Montbéliard centre,12.1,,8.9,8.0
2026-03-27 00:00:00,FR82012,Dambenois Citoyen,,31.3,,
2026-03-27 00:00:00,FR82020,Belfort Octroi,14.3,,,
2026-03-27 00:00:00,FR82021,Belfort centre,22.2,32.9,14.1,9.9
2026-03-27 00:00:00,FR82030,Montandon Baresans,,45.7,4.9,4.2
2026-03-27 00:00:00,FR82040,Dole centre,3.8,66.2,4.1,3.5
2026-03-27 00:00:00,FR82041,Tavaux,3.1,,,
2026-03-27 00:00:00,FR82042,Damparis,2.5,,,
2026-03-27 00:00:00,FR82043,Chatenois,,,8.1,
2026-03-27 00:00:00,FR82050,Lons-le-Saunier CV,,54.0,,
2026-03-27 00:00:00,FR82060,Vesoul Pres Caillet,5.9,63.5,9.1,7.3
2026-03-27 00:00:00,FR82070,Baume-les-Dames,6.3,,11.2,8.0
2026-03-27 01:00:00,FR01011,Metz-Centre,10.0,47.9,8.7,6.6
2026-03-27 01:00:00,FR01012,Metz-Borny,11.3,,6.8,
2026-03-27 01:00:00,FR01014,Pont-à-Mousson,,,8.0,
2026-03-27 01:00:00,FR01016,Atton,6.7,,,
2026-03-27 01:00:00,FR01018,Scy-Chazelles,7.9,52.4,,
2026-03-27 01:00:00,FR01020,Thionville-Centre,16.8,,4.9,4.5
2026-03-27 01:00:00,FR01021,Thionville-Garche,,47.7,,
2026-03-27 01:00:00,FR01059,HAYANGE-MARSPICH,,,13.2,
2026-03-27 01:00:00,FR01064,Metz- Pont Grilles,11.5,,6.6,
2026-03-27 01:00:00,FR01065,Belleville sur Meuse,12.3,,,5.5
2026-03-27 01:00:00,FR02001,Berre l'Etang,,76.2,,
2026-03-27 01:00:00,FR02004,Martigues P. Central,,82.4,,
2026-03-27 01:00:00,FR02008,Port de Bouc Leque,,,12.3,5.0
2026-03-27 01:00:00,FR02013,Fos Les Carabins,,,,3.4
2026-03-27 01:00:00,FR02020,Rognac les Brets,,,,7.3
2026-03-27 01:00:00,FR02021,Sausset les Pins,,79.2,,
2026-03-27 01:00:00,FR02022,Arles,2.8,78.9,2.9,1.8
2026-03-27 01:00:00,FR02041,SALON,2.7,72.8,4.2,2.9
2026-03-27 01:00:00,FR02043,Marignane,1.9,,5.7,3.0
2026-03-27 01:00:00,FR03006,MARSEILLE RABATAU,5.8,,5.5,3.0
2026-03-27 01:00:00,FR03014,MARSEILLE ST LOUIS,5.1,,5.5,2.9
2026-03-27 01:00:00,FR03021,AIX ROY RENE,4.0,,,1.7
2026-03-27 01:00:00,FR03027,PLAN AUPS/STE  BAUME,,78.8,2.0,1.1
2026-03-27 01:00:00,FR03029,AIX CENTRE ECOLE ART,2.3,,3.6,1.9
2026-03-27 01:00:00,FR03030,GARDANNE,,,7.2,4.2
2026-03-27 01:00:00,FR03037,VALLEE HUVEAUNE,,75.3,,
2026-03-27 01:00:00,FR03043,MARSEILLE 5 AVENUES,3.6,72.8,5.4,2.9
2026-03-27 01:00:00,FR03048,AIX PLATANES,,72.1,,
2026-03-27 01:00:00,FR03064,LA VALETTE/LA GARDE,,83.2,,5.9
2026-03-27 01:00:00,FR03068,TOULON FOCH,3.0,,5.1,1.3
2026-03-27 01:00:00,FR03070,ESTEREL,1.7,69.4,3.3,-1.0
2026-03-27 01:00:00,FR03071,TOULON CLARET,0.9,86.1,4.4,6.4
2026-03-27 01:00:00,FR03080,AVIGNON   MAIRIE,2.4,76.2,4.2,2.9
2026-03-27 01:00:00,FR03084,LE PONTET,3.9,,,
2026-03-27 01:00:00,FR03086,APT,,72.3,,
2026-03-27 01:00:00,FR03088,CARPENTRAS,,75.1,,
2026-03-27 01:00:00,FR03091,Avignon Rocade De Gaulle,2.7,,13.5,5.1
2026-03-27 01:00:00,FR04002,GENNEVILLIERS,59.6,,21.1,14.5
2026-03-27 01:00:00,FR04004,PARIS 18eme,28.5,43.4,18.5,8.7
2026-03-27 01:00:00,FR04012,Place Victor Basch,53.8,,24.2,
2026-03-27 01:00:00,FR04014,PARIS 12eme,48.8,,,
2026-03-27 01:00:00,FR04017,NEUILLY-SUR-SEINE,46.5,18.0,,
2026-03-27 01:00:00,FR04018,AUBERVILLIERS,52.8,,,
2026-03-27 01:00:00,FR04023,CERGY-PONTOISE,,32.9,14.1,
2026-03-27 01:00:00,FR04024,GONESSE,34.1,,,14.0
2026-03-27 01:00:00,FR04029,VERSAILLES,26.8,38.9,,
2026-03-27 01:00:00,FR04031,Av Champs Elysees,50.5,,,15.0
2026-03-27 01:00:00,FR04034,VITRY-SUR-SEINE,45.1,9.8,17.8,12.8
2026-03-27 01:00:00,FR04037,PARIS 13eme,30.6,38.3,,
2026-03-27 01:00:00,FR04038,Zone Rurale SO,7.7,48.8,,
2026-03-27 01:00:00,FR04048,Zone Rurale Nord,,52.3,13.2,9.3
2026-03-27 01:00:00,FR04049,LES ULIS,,46.1,,
2026-03-27 01:00:00,FR04051,ARGENTEUIL,30.1,,,
2026-03-27 01:00:00,FR04055,PARIS 1er Les Halles,23.1,45.7,11.5,8.2
2026-03-27 01:00:00,FR04058,Auto A1 -Saint-Denis,76.1,,40.4,20.1
2026-03-27 01:00:00,FR04059,SAINT-DENIS,46.3,,,
2026-03-27 01:00:00,FR04060,PARIS 7eme,34.0,,,
2026-03-27 01:00:00,FR04063,MANTES-LA-JOLIE,14.8,30.0,,
2026-03-27 01:00:00,FR04066,Zone rurale Sud,,23.0,8.7,5.9
2026-03-27 01:00:00,FR04069,MELUN,28.7,13.7,,
2026-03-27 01:00:00,FR04071,Rue Bonaparte,29.1,,,
2026-03-27 01:00:00,FR04098,LOGNES,52.3,0.2,18.0,
2026-03-27 01:00:00,FR04099,NOGENT-SUR-MARNE,,,19.3,
2026-03-27 01:00:00,FR04100,VILLEMOMBLE,29.3,40.7,,
2026-03-27 01:00:00,FR04101,CHAMPIGNY-SUR-MARNE,52.9,8.0,,
2026-03-27 01:00:00,FR04118,Place de l'Opéra,31.2,,17.4,
2026-03-27 01:00:00,FR04122,RN6-MELUN,32.9,,26.5,15.6
2026-03-27 01:00:00,FR04131,Boulevard Haussmann,33.1,,17.7,7.4
2026-03-27 01:00:00,FR04141,Quai des Celestins,34.5,,,
2026-03-27 01:00:00,FR04142,Zone Rurale Nord-Est,,59.4,,
2026-03-27 01:00:00,FR04149,MONTGERON,36.2,12.5,,
2026-03-27 01:00:00,FR04150,LA DEFENSE,28.8,,,12.7
2026-03-27 01:00:00,FR04156,BOBIGNY,57.5,,20.8,17.3
2026-03-27 01:00:00,FR04158,Zone Rurale NO,,57.6,7.2,
2026-03-27 01:00:00,FR04173,RD934 Coulommiers,,,22.6,15.6
2026-03-27 01:00:00,FR04179,PARIS Stade Lenglen,29.6,,10.5,
2026-03-27 01:00:00,FR04180,RN20 - MONTLHERY,36.0,,,20.4
2026-03-27 01:00:00,FR04181,RAMBOUILLET,,24.0,10.0,8.2
2026-03-27 01:00:00,FR04319,TREMBLAY-EN-FRANCE,46.6,0.2,20.3,
2026-03-27 01:00:00,FR04323,EVRY,47.8,,,
2026-03-27 01:00:00,FR04324,Zone Rurale Est,,11.7,,
2026-03-27 01:00:00,FR04328,Zone Rurale SE,4.6,35.0,5.8,3.9
2026-03-27 01:00:00,FR04329,Bld peripherique Est,61.7,,32.5,16.4
2026-03-27 01:00:00,FR05040,Honfleur Sce Tech.,,70.7,10.9,
2026-03-27 01:00:00,FR05074,Le Havre Ec. Herriot,3.1,74.9,11.7,6.8
2026-03-27 01:00:00,FR05080,Rogerville Mairie,,54.7,,
2026-03-27 01:00:00,FR05082,Touques,,57.1,,
2026-03-27 01:00:00,FR05083,Gonfreville l Orcher,12.9,,10.4,6.3
2026-03-27 01:00:00,FR05084,NDGravenchon Pasteur,10.7,,8.9,
2026-03-27 01:00:00,FR05087,Maison Parc Brotonne,7.9,32.1,7.8,8.9
2026-03-27 01:00:00,FR05089,Le Havre Lafaurie-montant,3.1,,20.2,8.3
2026-03-27 01:00:00,FR05090,Le Havre ville-haute,4.3,77.7,9.6,5.9
2026-03-27 01:00:00,FR06001,Valenciennes Acacias,,,15.5,
2026-03-27 01:00:00,FR06003,Douai Theuriet,20.9,,13.6,9.4
2026-03-27 01:00:00,FR06006,Valenciennes Wallon,21.4,,18.7,12.5
2026-03-27 01:00:00,FR06011,Denain Villars,9.2,35.1,12.0,9.6
2026-03-27 01:00:00,FR06133,Cartignies,1.9,19.6,8.6,6.8
2026-03-27 01:00:00,FR07004,Montferrand,4.1,72.7,5.5,4.1
2026-03-27 01:00:00,FR07022,Paray le Fresil,2.0,33.8,4.0,3.3
2026-03-27 01:00:00,FR07031,Rageade,,82.3,4.4,3.8
2026-03-27 01:00:00,FR07051,Beaulieu,4.7,,5.9,4.9
