datetime,code_site,nom_site,NO2,O3,PM10,PM25
2026-03-28 09:00:00,FR03043,MARSEILLE 5 AVENUES,6.2,77.4,6.7,4.3
2026-03-28 09:00:00,FR03048,AIX PLATANES,,76.4,,
2026-03-28 09:00:00,FR03064,LA VALETTE/LA GARDE,,67.4,,4.5
2026-03-28 09:00:00,FR03068,TOULON FOCH,44.0,,12.8,6.7
2026-03-28 09:00:00,FR03070,ESTEREL,4.0,78.2,,19.9
2026-03-28 09:00:00,FR03071,TOULON CLARET,37.5,52.0,13.3,13.1
2026-03-28 09:00:00,FR03080,AVIGNON   MAIRIE,3.5,86.7,7.9,4.0
2026-03-28 09:00:00,FR03084,LE PONTET,4.6,,,
2026-03-28 09:00:00,FR03086,APT,,86.7,,
2026-03-28 09:00:00,FR03088,CARPENTRAS,,83.1,,
2026-03-28 09:00:00,FR03091,Avignon Rocade De Gaulle,4.2,,14.8,13.2
2026-03-28 09:00:00,FR04002,GENNEVILLIERS,9.4,,11.4,7.5
2026-03-28 09:00:00,FR04004,PARIS 18eme,13.6,65.4,16.8,7.7
2026-03-28 09:00:00,FR04012,Place Victor Basch,23.8,,24.1,
2026-03-28 09:00:00,FR04014,PARIS 12eme,8.9,,,
2026-03-28 09:00:00,FR04017,NEUILLY-SUR-SEINE,10.5,65.5,,
2026-03-28 09:00:00,FR04018,AUBERVILLIERS,8.6,,,
2026-03-28 09:00:00,FR04023,CERGY-PONTOISE,,73.3,16.9,
2026-03-28 09:00:00,FR04024,GONESSE,4.9,,,7.9
2026-03-28 09:00:00,FR04029,VERSAILLES,8.0,51.1,,
2026-03-28 09:00:00,FR04031,Av Champs Elysees,12.0,,,8.7
2026-03-28 09:00:00,FR04034,VITRY-SUR-SEINE,9.1,70.3,14.3,9.5
2026-03-28 09:00:00,FR04037,PARIS 13eme,7.9,65.6,,
2026-03-28 09:00:00,FR04038,Zone Rurale SO,4.0,76.7,,
2026-03-28 09:00:00,FR04048,Zone Rurale Nord,,76.8,8.4,5.6
2026-03-28 09:00:00,FR04049,LES ULIS,,71.7,,
2026-03-28 09:00:00,FR04051,ARGENTEUIL,6.6,,,
2026-03-28 09:00:00,FR04055,PARIS 1er Les Halles,9.9,68.0,19.9,9.3
2026-03-28 09:00:00,FR04058,Auto A1 -Saint-Denis,31.6,,17.5,8.1
2026-03-28 09:00:00,FR04059,SAINT-DENIS,7.2,,,
2026-03-28 09:00:00,FR04060,PARIS 7eme,15.8,,,
2026-03-28 09:00:00,FR04063,MANTES-LA-JOLIE,4.0,75.9,,
2026-03-28 09:00:00,FR04066,Zone rurale Sud,,69.4,14.7,10.2
2026-03-28 09:00:00,FR04069,MELUN,13.1,60.4,,
2026-03-28 09:00:00,FR04071,Rue Bonaparte,11.5,,,
2026-03-28 09:00:00,FR04098,LOGNES,10.6,60.8,13.6,
2026-03-28 09:00:00,FR04099,NOGENT-SUR-MARNE,,,15.4,
2026-03-28 09:00:00,FR04100,VILLEMOMBLE,8.8,68.9,,
2026-03-28 09:00:00,FR04101,CHAMPIGNY-SUR-MARNE,7.6,71.0,,
2026-03-28 09:00:00,FR04118,Place de l'Opéra,18.6,,21.3,
2026-03-28 09:00:00,FR04122,RN6-MELUN,21.8,,24.8,14.7
2026-03-28 09:00:00,FR04131,Boulevard Haussmann,10.1,,18.6,7.0
2026-03-28 09:00:00,FR04141,Quai des Celestins,20.0,,,
2026-03-28 09:00:00,FR04142,Zone Rurale Nord-Est,,63.7,,
2026-03-28 09:00:00,FR04149,MONTGERON,10.2,65.3,,
2026-03-28 09:00:00,FR04150,LA DEFENSE,7.8,,,7.8
2026-03-28 09:00:00,FR04156,BOBIGNY,9.7,,12.0,8.2
2026-03-28 09:00:00,FR04158,Zone Rurale NO,,76.4,11.7,
2026-03-28 09:00:00,FR04173,RD934 Coulommiers,,,17.2,11.2
2026-03-28 09:00:00,FR04179,PARIS Stade Lenglen,9.4,,12.6,
2026-03-28 09:00:00,FR04180,RN20 - MONTLHERY,37.1,,,13.1
2026-03-28 09:00:00,FR04181,RAMBOUILLET,,74.9,12.0,7.7
2026-03-28 09:00:00,FR04319,TREMBLAY-EN-FRANCE,12.4,64.1,22.2,
2026-03-28 09:00:00,FR04323,EVRY,10.2,,,
2026-03-28 09:00:00,FR04324,Zone Rurale Est,,66.3,,
2026-03-28 09:00:00,FR04328,Zone Rurale SE,10.5,64.9,13.8,9.7
2026-03-28 09:00:00,FR04329,Bld peripherique Est,17.1,,19.3,12.1
2026-03-28 09:00:00,FR05040,Honfleur Sce Tech.,,79.7,13.0,
2026-03-28 09:00:00,FR05074,Le Havre Ec. Herriot,6.0,75.0,13.7,6.9
2026-03-28 09:00:00,FR05080,Rogerville Mairie,,78.1,,
2026-03-28 09:00:00,FR05082,Touques,,80.9,,
2026-03-28 09:00:00,FR05083,Gonfreville l Orcher,4.6,,11.9,5.9
2026-03-28 09:00:00,FR05084,NDGravenchon Pasteur,4.6,,13.0,
2026-03-28 09:00:00,FR05087,Maison Parc Brotonne,2.1,81.6,13.7,6.7
2026-03-28 09:00:00,FR05089,Le Havre Lafaurie-montant,3.9,,20.9,12.0
2026-03-28 09:00:00,FR05090,Le Havre ville-haute,3.5,79.5,12.9,6.5
2026-03-28 09:00:00,FR06001,Valenciennes Acacias,,,8.0,
2026-03-28 09:00:00,FR06003,Douai Theuriet,6.8,,13.1,7.0
2026-03-28 09:00:00,FR06006,Valenciennes Wallon,7.2,,10.9,6.4
2026-03-28 09:00:00,FR06011,Denain Villars,3.6,78.5,12.0,6.7
2026-03-28 09:00:00,FR06133,Cartignies,2.8,75.5,10.6,6.9
2026-03-28 09:00:00,FR07004,Montferrand,13.8,60.9,8.2,6.5
2026-03-28 09:00:00,FR07022,Paray le Fresil,3.5,51.9,7.2,6.2
2026-03-28 09:00:00,FR07031,Rageade,,81.6,9.7,5.3
2026-03-28 09:00:00,FR07051,Beaulieu,9.0,,10.5,8.6
2026-03-28 09:00:00,FR07052,Aurillac-Lagarde,5.0,81.0,4.5,3.6
2026-03-28 09:00:00,FR07053,Edouard Michelin,22.8,,,
2026-03-28 09:00:00,FR07054,Le Puy-Causans,30.5,36.0,12.8,
2026-03-28 09:00:00,FR07056,Pays du Mezenc,,76.6,,
2026-03-28 09:00:00,FR07057,Moulins Centre,14.2,37.0,11.3,9.1
2026-03-28 09:00:00,FR07058,Montluçon,22.4,37.4,9.4,8.0
2026-03-28 09:00:00,FR07059,Vichy,12.5,44.8,8.9,7.2
2026-03-28 09:00:00,FR07060,Royat Périurbaine,29.1,46.7,,
2026-03-28 09:00:00,FR07061,Riom Périurbaine,21.9,38.2,16.7,
2026-03-28 09:00:00,FR08003,Montpellier Chaptal,9.6,,,
2026-03-28 09:00:00,FR08016,Montpellier Prés d'Arènes,10.1,75.8,4.7,2.7
2026-03-28 09:00:00,FR08017,Montpellier Périurbaine Sud (Lattes),,76.6,,
2026-03-28 09:00:00,FR08018,Montpellier St Gely,,79.6,,
2026-03-28 09:00:00,FR08020,Lunel Viel,2.7,,4.7,2.5
2026-03-28 09:00:00,FR08022,Agathois-piscénois,5.1,82.8,,
2026-03-28 09:00:00,FR08023,Biterrois-Narbonnais,,78.1,,
2026-03-28 09:00:00,FR08209,Saze Gard Rhodanien2,,85.9,,
2026-03-28 09:00:00,FR08614,Nimes Gauzy,4.4,86.4,4.5,2.3
2026-03-28 09:00:00,FR08617,Nimes La Calmette,,79.7,,
2026-03-28 09:00:00,FR08712,Perpignan St Esteve,,92.4,,
2026-03-28 09:00:00,FR08714,Perpignan Les Carmes,6.0,86.6,10.2,4.8
2026-03-28 09:00:00,FR09003,place de VERDUN,7.7,67.6,18.4,4.4
2026-03-28 09:00:00,FR09008,Aytré,2.2,71.2,14.7,
2026-03-28 09:00:00,FR09015,Les Couronneries,5.5,65.7,16.3,
2026-03-28 09:00:00,FR09103,Square Pablo Casals,16.5,42.1,3.8,3.3
2026-03-28 09:00:00,FR09106,ANGOULEME-GAMBETTA,17.1,,6.9,
2026-03-28 09:00:00,FR09203,La Pallice3 LR,,,16.8,3.0
2026-03-28 09:00:00,FR09302,Zoodyssée Chizé,1.4,63.7,6.8,4.6
2026-03-28 09:00:00,FR09303,Niort Venise,2.2,68.0,9.0,5.5
2026-03-28 09:00:00,FR09304,AIRVAULT - Stade Laillé,2.0,65.2,19.8,
2026-03-28 09:00:00,FR09305,Niort - Tassigny,19.5,,22.3,
2026-03-28 09:00:00,FR09403,Poitiers-Le Nain,9.8,,21.7,
2026-03-28 09:00:00,FR09404,Poitiers Centre  Augouard,3.9,67.3,12.2,8.0
2026-03-28 09:00:00,FR10004,Malo-les-Bains,,,19.8,8.9
2026-03-28 09:00:00,FR10016,Calais Berthelot,8.4,,16.0,7.4
2026-03-28 09:00:00,FR10017,St Pol mer - cheminots,6.1,73.3,20.3,9.2
2026-03-28 09:00:00,FR10025,Sangatte,,75.5,22.7,
2026-03-28 09:00:00,FR10029,Cappelle la Grande,,,21.4,
2026-03-28 09:00:00,FR10030,Boulogne Diderot,11.7,,14.4,8.0
2026-03-28 09:00:00,FR10032,Outreau,,72.9,13.8,
2026-03-28 09:00:00,FR10034,Grande-synthe,,,19.0,
2026-03-28 09:00:00,FR10132,Campagne les B.,5.1,76.3,14.7,
2026-03-28 09:00:00,FR11026,Halluin stade,4.5,75.5,,
2026-03-28 09:00:00,FR11034,Roubaix Serres,15.7,,14.0,6.2
2026-03-28 09:00:00,FR11038,Tourcoing Houpline,7.7,80.2,13.8,7.4
2026-03-28 09:00:00,FR11114,Wattignies,4.7,69.3,12.1,6.8
2026-03-28 09:00:00,FR12004,Toulouse école m. Jacquier,6.9,71.1,9.9,5.6
2026-03-28 09:00:00,FR12020,Peyrusse Vieille,,56.6,10.0,6.6
2026-03-28 09:00:00,FR12021,Toulouse Mazades,,,9.9,5.2
2026-03-28 09:00:00,FR12026,Albi Delmas,9.3,,,7.1
2026-03-28 09:00:00,FR12029,Gaudonville,,63.2,,
2026-03-28 09:00:00,FR12030,Toulouse Berthelot,5.1,73.4,9.6,5.5
2026-03-28 09:00:00,FR12031,Belesta en Lauragais,,68.3,,
2026-03-28 09:00:00,FR12039,Toulouse-SETMI Eisenhower,,,13.4,
2026-03-28 09:00:00,FR12040,Toulouse SETMI Chapitre,,,9.9,
2026-03-28 09:00:00,FR12041,Montgiscard SICOVAL,,70.9,,
2026-03-28 09:00:00,FR12042,Lourdes Lapaca,12.5,52.7,7.5,4.0
2026-03-28 09:00:00,FR12044,Toulouse - Aéroport Blagnac côté trafic,5.0,,12.9,
2026-03-28 09:00:00,FR12047,Bessières-ECONOTRE,,,11.1,
2026-03-28 09:00:00,FR12052,Tarbes lycée Dupuy,5.7,72.9,12.8,8.1
2026-03-28 09:00:00,FR12053,Castres stadeTravet,8.0,56.5,12.9,9.4
2026-03-28 09:00:00,FR12054,Toulouse Rte Albi,12.7,,9.6,5.7
2026-03-28 09:00:00,FR12085,Toulouse Port de l'Embouchure,30.5,,15.0,6.1
2026-03-28 09:00:00,FR12095,Rodez Camonil,4.7,78.7,17.0,6.8
2026-03-28 09:00:00,FR14008,REVIN,3.1,67.9,11.5,8.3
2026-03-28 09:00:00,FR14010,BETHENY,5.0,71.5,19.2,
2026-03-28 09:00:00,FR14011,DOUMER,16.4,,17.4,8.7
2026-03-28 09:00:00,FR14012,Jean d Aulan,4.2,73.8,12.6,2.2
2026-03-28 09:00:00,FR14022,CHALONS,5.6,58.6,3.7,
2026-03-28 09:00:00,FR14028,Rempart Perrier,17.4,,16.4,4.1
2026-03-28 09:00:00,FR14031,Troyes La Tour ,8.9,,,
2026-03-28 09:00:00,FR14032,ST PARRES AUX TERTRE,,60.7,,
2026-03-28 09:00:00,FR14033,STE SAVINE,6.4,,0.1,3.3
2026-03-28 09:00:00,FR14042,St DIZIER L. Michel,8.9,50.7,,
2026-03-28 09:00:00,FR14051,CHARLEVILLE,6.6,58.5,6.5,
2026-03-28 09:00:00,FR15018,Voiron Urbain,6.2,79.8,5.6,
2026-03-28 09:00:00,FR15031,Le Casset2,,145.7,,
2026-03-28 09:00:00,FR15038,St Martin d'Heres,,62.2,8.1,6.3
2026-03-28 09:00:00,FR15043,Grenoble Les Frenes,6.3,64.5,8.1,6.2
2026-03-28 09:00:00,FR15045,Grenoble PeriurbSud,4.6,52.2,7.7,
2026-03-28 09:00:00,FR15046,Grenoble Boulevards,21.9,,17.0,
2026-03-28 09:00:00,FR15048,Gresivaudan Periurb,3.6,70.9,8.6,6.8
2026-03-28 09:00:00,FR15053,Rocade Sud Eybens,27.9,,11.6,7.8
2026-03-28 09:00:00,FR16017,Nord-Est Alsace,7.3,59.4,,
2026-03-28 09:00:00,FR16029,Strasbourg Nord,16.5,53.5,12.0,9.3
2026-03-28 09:00:00,FR16031,Vosges du Nord,,75.1,,
2026-03-28 09:00:00,FR16034,Strasbourg Clemenceau,23.3,,17.7,
2026-03-28 09:00:00,FR16041,Strasbourg Sud 2,,60.8,,
2026-03-28 09:00:00,FR16054,Colmar Centre,13.9,,19.8,3.2
2026-03-28 09:00:00,FR16060,C.C.3 Frontières,11.9,,,
2026-03-28 09:00:00,FR16064,Colmar Sud,,53.5,,
2026-03-28 09:00:00,FR16065,Mulhouse Est,,63.7,,
2026-03-28 09:00:00,FR16066,Mulhouse Sud 2,10.4,60.8,14.1,11.1
2026-03-28 09:00:00,FR16069,Mulhouse-Briand,25.2,,14.0,
2026-03-28 09:00:00,FR16215,Strasbourg A35 Remparts,16.9,,17.8,
2026-03-28 09:00:00,FR16302,Donon Vosges Moyennes 2,1.2,83.7,3.4,2.7
2026-03-28 09:00:00,FR18035,Salouel,4.2,76.3,,
2026-03-28 09:00:00,FR18039,Arrest,,86.2,11.7,6.9
2026-03-28 09:00:00,FR18042,P. Roth St Quentin,6.1,77.0,12.9,7.8
2026-03-28 09:00:00,FR18043,Faiencerie Creil,8.6,67.1,10.3,6.9
2026-03-28 09:00:00,FR18053,St Pierre Amiens,6.7,,11.5,6.7
2026-03-28 09:00:00,FR18057,Neuilly-Saint-Front,3.0,68.0,13.4,9.5
2026-03-28 09:00:00,FR18058,Gaudechart,2.5,66.1,10.2,6.3
2026-03-28 09:00:00,FR18079,TRAFIC AMIENS,,,,4.6
2026-03-28 09:00:00,FR18080,TRAF Saint Quent 14,,,13.1,7.4
2026-03-28 09:00:00,FR18089,Trafic Beauvais 1,8.5,,10.6,6.1
2026-03-28 09:00:00,FR19002,Rennes Laennec,10.9,,14.9,7.1
2026-03-28 09:00:00,FR19007,Rennes Les Halles,11.8,,,
2026-03-28 09:00:00,FR19012,Brest Mace,4.5,85.1,12.7,5.9
2026-03-28 09:00:00,FR19014,Brest Desmoulins,,,12.0,5.5
2026-03-28 09:00:00,FR19016,BREST Plouzané,,82.6,,
2026-03-28 09:00:00,FR19018,MORDELLES BELLAIS,,82.1,,
2026-03-28 09:00:00,FR19020,Kergoff,0.4,85.5,10.6,6.2
2026-03-28 09:00:00,FR19032,Lorient B. Bissonnet,4.8,78.0,11.9,5.9
2026-03-28 09:00:00,FR19033,Vannes UTA,3.7,79.3,13.9,7.1
2026-03-28 09:00:00,FR19037,Lorient Normandie,1.7,,12.1,6.2
2026-03-28 09:00:00,FR19039,Rennes Thabor,2.5,83.0,12.8,7.0
2026-03-28 09:00:00,FR19053,Quimper Zola,1.9,82.8,14.5,6.6
2026-03-28 09:00:00,FR19082,StMalo Rocabey,2.8,81.1,22.5,7.7
2026-03-28 09:00:00,FR20013,A7 SUD LYONNAIS,46.1,,17.6,5.4
2026-03-28 09:00:00,FR20017,GERLAND,13.0,,9.4,6.2
2026-03-28 09:00:00,FR20029,FEYZIN STADE,,,6.8,
2026-03-28 09:00:00,FR20037,TERNAY,12.8,69.5,,
2026-03-28 09:00:00,FR20046,VAULX EN VELIN,3.0,79.0,,10.5
2026-03-28 09:00:00,FR20047,COTIERE AIN,3.8,80.1,9.6,
2026-03-28 09:00:00,FR20048,SAINT EXUPERY,5.2,77.0,8.4,6.3
2026-03-28 09:00:00,FR20049,HAUT BEAUJOLAIS,,83.0,,
2026-03-28 09:00:00,FR20062,LYON Centre,8.3,65.6,12.9,8.9
2026-03-28 09:00:00,FR20069,Lyon Périphérique,52.1,,12.2,
2026-03-28 09:00:00,FR20070,LYON TRAFIC JAURES,22.4,,13.1,
2026-03-28 09:00:00,FR20077,Villefranche Centre ,17.2,57.4,11.4,9.0
2026-03-28 09:00:00,FR21001,Caen Chemin-Vert,5.5,79.7,11.6,5.9
2026-03-28 09:00:00,FR21019,IFS Caen sud,3.1,80.9,19.2,
2026-03-28 09:00:00,FR21031,Alençon Météo-France,3.6,78.0,8.6,5.6
2026-03-28 09:00:00,FR21038,Cherbourg Hotel de Ville,4.1,79.0,13.7,6.4
2026-03-28 09:00:00,FR21039,Cherbourg PMF,9.8,,,7.4
2026-03-28 09:00:00,FR21040,Saint-Lô Eglise,4.5,77.6,16.0,
2026-03-28 09:00:00,FR21041,Ouistreham Baie de l Orne,,81.3,,
2026-03-28 09:00:00,FR21050,La Coulonche MERA,,80.2,8.2,5.2
2026-03-28 09:00:00,FR22009,Ecole de Carling(9),13.7,,13.3,
2026-03-28 09:00:00,FR22054,Station de FORBACH,12.6,53.7,8.7,7.0
2026-03-28 09:00:00,FR23003,LA MEGRETAIS,1.8,,13.4,7.0
2026-03-28 09:00:00,FR23068,FROSSAY,2.2,,12.4,7.0
2026-03-28 09:00:00,FR23070,S ETIENNE DE MONTLUC,1.2,,13.4,7.4
2026-03-28 09:00:00,FR23075,JULES VERNE,2.7,,,
2026-03-28 09:00:00,FR23078,SAINT EXUPERY,3.5,76.7,19.3,10.1
2026-03-28 09:00:00,FR23110,LEON BLUM,4.9,72.7,14.9,7.8
2026-03-28 09:00:00,FR23120,BEAUX ARTS,4.8,,14.3,8.0
2026-03-28 09:00:00,FR23123,MAZAGRAN,1.2,79.4,11.1,6.2
2026-03-28 09:00:00,FR23124,LA TARDIERE,1.5,73.3,10.4,6.7
2026-03-28 09:00:00,FR23150,APPENTIS,4.1,75.8,,
2026-03-28 09:00:00,FR23152,DELACROIX,2.9,78.1,13.2,7.6
2026-03-28 09:00:00,FR23157,EPINETTES,,76.1,,
2026-03-28 09:00:00,FR23163,Fillé,,75.8,,
2026-03-28 09:00:00,FR23174,GUEDOU,6.6,,,
2026-03-28 09:00:00,FR23175,CLOS DES BEAUVAIS,,70.1,,
2026-03-28 09:00:00,FR23177,SAINT-DENIS D'ANJOU,2.7,67.8,11.6,6.8
2026-03-28 09:00:00,FR23178,PARSCAU DU PLESSIS,3.1,,14.3,7.4
2026-03-28 09:00:00,FR23181,PARC PAYSAGER,3.5,,,
2026-03-28 09:00:00,FR23182,SOURCES,6.6,73.3,12.1,7.4
2026-03-28 09:00:00,FR23188,CIM BOUTEILLERIE,4.4,78.0,14.3,8.0
2026-03-28 09:00:00,FR23230,GASPARD,,75.9,,
2026-03-28 09:00:00,FR23238,LEVOYER,,,21.0,8.2
2026-03-28 09:00:00,FR23239,LA CHABOSSIERE,4.0,,13.4,7.6
2026-03-28 09:00:00,FR23242,BD DU ROI RENE,7.7,,17.3,5.3
2026-03-28 09:00:00,FR23249,LA CAME,2.0,,12.4,6.8
2026-03-28 09:00:00,FR23251,FRERES GONCOURT,4.1,,22.3,9.6
2026-03-28 09:00:00,FR23252,LA PAIX,10.9,,,8.2
2026-03-28 09:00:00,FR24007,ANTIBES JEAN MOULIN,10.4,79.8,,
2026-03-28 09:00:00,FR24009,CANNES BROUSSAILLES,10.7,72.1,8.2,4.1
2026-03-28 09:00:00,FR24011,NICE OUEST BOTANIQUE,,84.6,,
2026-03-28 09:00:00,FR24014,CIANS,,103.2,,
2026-03-28 09:00:00,FR24021,PEILLON,,,4.2,1.7
2026-03-28 09:00:00,FR24033,GAP COMMANDERIE,8.7,72.3,12.7,
2026-03-28 09:00:00,FR24035,NICE PROMENADE,18.6,,23.9,6.5
2026-03-28 09:00:00,FR24036,NICE ARSON,11.6,82.2,7.3,2.5
2026-03-28 09:00:00,FR24038,GAP JEAN JAURES,22.3,,12.4,9.3
2026-03-28 09:00:00,FR24039,Obs Haute-Provence,,81.6,,
2026-03-28 09:00:00,FR24040,Cheiron,,96.2,,
2026-03-28 09:00:00,FR25036,Espace du Palais,7.3,92.2,12.4,6.3
2026-03-28 09:00:00,FR25039,Evreux Centre,3.3,78.8,11.2,5.8
2026-03-28 09:00:00,FR25040,Mesnil Esnard,,82.5,,
2026-03-28 09:00:00,FR25043,Centre Hospitalier,6.2,78.3,10.6,6.1
2026-03-28 09:00:00,FR25048,Petit Quevilly,6.0,,11.3,5.9
2026-03-28 09:00:00,FR25049,Base loisirs Poses,,77.7,10.4,5.8
2026-03-28 09:00:00,FR25050,Bures-en-bray,,78.0,,
2026-03-28 09:00:00,FR25051,Dieppe prox-auto,15.9,,19.7,10.9
2026-03-28 09:00:00,FR25053,Rouen Proxi Quai de Paris,17.8,,20.0,8.9
2026-03-28 09:00:00,FR25054,Petit-Quevilly Sud 3,15.4,,14.6,
2026-03-28 09:00:00,FR25055,Dieppe Golf,,84.3,18.2,7.8
2026-03-28 09:00:00,FR26005,Dijon Péjoces,8.7,,13.4,8.1
2026-03-28 09:00:00,FR26012,Morvan,2.0,69.8,8.9,4.9
2026-03-28 09:00:00,FR26014,Dijon Trémouille,10.7,,9.7,
2026-03-28 09:00:00,FR26016,Sens,8.7,71.2,14.2,
2026-03-28 09:00:00,FR26017,Nevers,10.1,34.4,11.7,10.6
2026-03-28 09:00:00,FR26019,Auxerre,,32.5,8.3,7.2
2026-03-28 09:00:00,FR26094,Dijon Ardennes,24.4,,16.3,13.3
2026-03-28 09:00:00,FR27002,ROUSSILLON,17.9,67.0,15.1,
2026-03-28 09:00:00,FR27003,ROCHES DE CONDRIEU,5.7,77.7,,
2026-03-28 09:00:00,FR27005,Sablons,6.2,79.0,,
2026-03-28 09:00:00,FR27007,Bourgoin-Jallieu,5.6,64.2,8.6,7.3
2026-03-28 09:00:00,FR27010,Plateau de Bonnevaux,2.2,81.9,,
2026-03-28 09:00:00,FR27011,A7 Salaise Ouest,31.1,,9.1,3.0
2026-03-28 09:00:00,FR28010,Harnes Serres,3.5,75.3,,
2026-03-28 09:00:00,FR28022,St-Laurent-Blangy,3.6,83.6,14.2,9.5
2026-03-28 09:00:00,FR28028,Bethune Stade,4.1,81.5,14.6,7.4
2026-03-28 09:00:00,FR28033,Noeux-les-Mines,,,10.8,
2026-03-28 09:00:00,FR29424,SAINT ETIENNE SUD,26.4,50.8,11.4,7.9
2026-03-28 09:00:00,FR29426,SAINT-CHAMOND,,69.8,,8.7
2026-03-28 09:00:00,FR29439,LA TALAUDIERE,15.1,71.1,9.4,6.8
2026-03-28 09:00:00,FR29441,ST ETIENNE BD URBAIN ,19.5,,10.4,
2026-03-28 09:00:00,FR30019,Epinal,9.6,40.5,8.4,6.5
2026-03-28 09:00:00,FR30021,Fléville,,,12.1,
2026-03-28 09:00:00,FR30026,Luneville,12.0,,,16.6
2026-03-28 09:00:00,FR30027,Frolois,,,13.5,
2026-03-28 09:00:00,FR30028,Schlucht,1.7,,,
2026-03-28 09:00:00,FR30030,Neuves-Maisons,,,12.9,
2026-03-28 09:00:00,FR30032,Heming,6.4,,11.1,
2026-03-28 09:00:00,FR30033,Jonville en Woevre,3.0,48.9,7.1,1.9
2026-03-28 09:00:00,FR30034,Nancy-Charles III,10.8,64.6,7.9,6.7
2026-03-28 09:00:00,FR30036,Nancy-Libération,18.7,,,8.1
2026-03-28 09:00:00,FR30037,Nancy-Brabois 2,5.0,66.4,,
2026-03-28 09:00:00,FR31001,GRAND PARC,5.1,63.9,5.8,
2026-03-28 09:00:00,FR31002,TALENCE,9.0,62.1,5.5,4.2
2026-03-28 09:00:00,FR31007,BASSENS,9.9,57.1,6.2,4.6
2026-03-28 09:00:00,FR31008,LE TEMPLE,1.3,66.4,,
2026-03-28 09:00:00,FR31010,AMBES,2.0,64.1,,
2026-03-28 09:00:00,FR31013,BILLERE,11.3,53.6,10.2,6.9
2026-03-28 09:00:00,FR31016,SAINT-CROUTS,22.5,36.8,,
2026-03-28 09:00:00,FR31017,ANGLET,23.4,,36.4,9.2
2026-03-28 09:00:00,FR31020,LACQ,9.6,,,
2026-03-28 09:00:00,FR31021,LABASTIDE CEZERACQ,3.4,52.6,9.8,
2026-03-28 09:00:00,FR31024,MOURENX,4.4,,,
2026-03-28 09:00:00,FR31026,TARTAS Pelletrin,,,18.0,
2026-03-28 09:00:00,FR31033,PERIGUEUX,16.0,34.5,14.7,11.2
2026-03-28 09:00:00,FR31039,PAU TOURASSE,29.0,,18.7,
2026-03-28 09:00:00,FR31040,MARMANDE,14.0,,23.0,13.0
2026-03-28 09:00:00,FR31043,Biarritz-hippodrome,9.4,77.2,34.2,7.1
2026-03-28 09:00:00,FR31045,Bordeaux_GAUTIER,25.8,,78.3,17.9
2026-03-28 09:00:00,FR31055,MONT-DE-MARSAN - MIDOUZE,5.4,65.3,14.1,8.4
2026-03-28 09:00:00,FR31057,Floirac Branne,11.4,,11.9,
2026-03-28 09:00:00,FR32001,Chalon Centre Ville,20.0,,,7.3
2026-03-28 09:00:00,FR32002,Champforgueil,14.2,53.2,11.9,7.4
2026-03-28 09:00:00,FR32005,Montceau-les-Mines 9me écluse,20.1,48.5,16.4,10.2
2026-03-28 09:00:00,FR32006,Macon Paul Bert,10.0,63.0,,19.6
2026-03-28 09:00:00,FR33101,PASTEUR,5.1,,8.9,6.9
2026-03-28 09:00:00,FR33102,CHAMBERY LE HAUT,,68.3,,
2026-03-28 09:00:00,FR33105,Chambéry Trafic,9.7,,17.5,
2026-03-28 09:00:00,FR33113,Maurienne Trafic,12.0,,8.0,
2026-03-28 09:00:00,FR33120,CHAMONIX,6.8,71.5,10.5,
2026-03-28 09:00:00,FR33121,Albertville,5.3,79.4,5.6,3.8
2026-03-28 09:00:00,FR33122,La Léchère,,,11.5,
2026-03-28 09:00:00,FR33201,LOVERCHY,12.3,69.6,10.7,5.9
2026-03-28 09:00:00,FR33203,ANNECY Rocade,11.6,,9.5,
2026-03-28 09:00:00,FR33211,ANNEMASSE,5.9,73.2,8.9,7.0
2026-03-28 09:00:00,FR33212,GAILLARD,,76.5,8.7,6.9
2026-03-28 09:00:00,FR33220,PASSY,3.5,71.6,8.2,7.7
2026-03-28 09:00:00,FR33232,BOSSONS,32.6,,26.8,
2026-03-28 09:00:00,FR33302,St Germain/Rhône,2.9,,9.7,7.5
2026-03-28 09:00:00,FR33305,Bourg-en-Bresse,5.1,63.1,10.8,8.7
2026-03-28 09:00:00,FR34013,Gambetta,15.4,,17.7,
2026-03-28 09:00:00,FR34017,Marigny-les-usages,,71.8,,
2026-03-28 09:00:00,FR34024,Joué lès Tours,5.5,72.9,14.7,9.1
2026-03-28 09:00:00,FR34025,La Bruyère,3.4,,14.2,8.9
2026-03-28 09:00:00,FR34026,Tours péri-urbaine,,70.1,,
2026-03-28 09:00:00,FR34028,Pompidou,11.0,,22.5,7.6
2026-03-28 09:00:00,FR34029,La_Source-CNRS,3.7,73.2,13.5,9.3
2026-03-28 09:00:00,FR34030,Bourges-Baffier,10.3,,7.1,
2026-03-28 09:00:00,FR34032,Leblanc,4.0,58.3,3.8,3.2
2026-03-28 09:00:00,FR34038,Verneuil,4.7,48.5,,15.5
2026-03-28 09:00:00,FR34041,Fulbert,,72.9,12.4,8.0
2026-03-28 09:00:00,FR34043,Oysonville,3.9,72.7,,
2026-03-28 09:00:00,FR34046,Dreux Centre,4.7,74.6,12.2,7.3
2026-03-28 09:00:00,FR34047,Saint-Remy,17.1,,14.4,
2026-03-28 09:00:00,FR34048,Chartres_trafic,6.4,,,8.3
