datetime,code_site,nom_site,latitude_pollution,longitude_pollution,station_meteo,distance_km,NO2,O3,PM10,PM25,temperature,humidity,wind_speed,pressure
2026-03-27 00:00:00,FR23157,EPINETTES,47.146088,-1.690269,NANTES-BOUGUENAIS,6.17,,40.4,,,276.45,89.0,1.6,102290.0
2026-03-27 00:00:00,FR23163,Fillé,47.921925,0.151895,LE MANS,4.12,,36.2,,,275.25,84.0,0.9,101940.0
2026-03-27 00:00:00,FR23174,GUEDOU,47.98895,0.19605,LE MANS,4.8,33.6,,,,275.25,84.0,0.9,101940.0
2026-03-27 00:00:00,FR23175,CLOS DES BEAUVAIS,47.43012,-0.610006,BEAUCOUZE,5.44,,35.7,,,276.05,91.0,1.7,102000.0
2026-03-27 00:00:00,FR23177,SAINT-DENIS D'ANJOU,47.788334,-0.444756,MARCE,26.94,4.8,31.3,7.4,4.9,273.65,93.0,0.5,101940.0
2026-03-27 00:00:00,FR23178,PARSCAU DU PLESSIS,47.318893,-2.066876,ST NAZAIRE-MONTOIR,6.63,6.1,,14.6,9.6,279.65,82.0,0.6,102600.0
2026-03-27 00:00:00,FR23181,PARC PAYSAGER,47.27313,-2.223172,ST NAZAIRE-MONTOIR,6.88,6.5,,,,279.65,82.0,0.6,102600.0
2026-03-27 00:00:00,FR23182,SOURCES,47.971146,0.221356,LE MANS,3.47,18.2,40.9,12.5,9.5,275.25,84.0,0.9,101940.0
2026-03-27 00:00:00,FR23188,CIM BOUTEILLERIE,47.222187,-1.537432,NANTES-BOUGUENAIS,9.67,8.0,62.6,12.2,7.7,276.45,89.0,1.6,102290.0
2026-03-27 00:00:00,FR23230,GASPARD,47.253036,-2.332025,ST NAZAIRE-MONTOIR,15.0,,58.5,,,279.65,82.0,0.6,102600.0
2026-03-27 00:00:00,FR23238,LEVOYER,47.194157,-1.581689,NANTES-BOUGUENAIS,5.32,,,15.3,5.9,276.45,89.0,1.6,102290.0
2026-03-27 00:00:00,FR23239,LA CHABOSSIERE,47.18594,-1.591504,NANTES-BOUGUENAIS,4.21,17.2,,15.1,9.9,276.45,89.0,1.6,102290.0
2026-03-27 00:00:00,FR23242,BD DU ROI RENE,47.46699,-0.554686,BEAUCOUZE,4.68,20.0,,14.4,4.0,276.05,91.0,1.7,102000.0
2026-03-27 00:00:00,FR23249,LA CAME,47.32113,-2.127344,ST NAZAIRE-MONTOIR,2.2,5.4,,10.2,6.6,279.65,82.0,0.6,102600.0
2026-03-27 00:00:00,FR23251,FRERES GONCOURT,47.23356,-1.564811,NANTES-BOUGUENAIS,9.87,9.3,,14.8,9.3,276.45,89.0,1.6,102290.0
2026-03-27 00:00:00,FR23252,LA PAIX,48.07104,-0.766993,LAVAL-ETRONNIER,4.74,31.1,,,9.3,276.25,85.0,0.6,101350.0
2026-03-27 00:00:00,FR24007,ANTIBES JEAN MOULIN,43.598804,7.093153,NICE,10.86,16.6,56.2,,,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR24009,CANNES BROUSSAILLES,43.558388,7.005919,CANNES,4.47,11.9,66.3,3.1,1.5,277.05,51.0,0.6,100550.0
2026-03-27 00:00:00,FR24011,NICE OUEST BOTANIQUE,43.68519,7.211174,NICE,4.05,,91.8,,,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR24014,CIANS,44.09469,6.988978,NICE,52.62,,89.9,,,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR24021,PEILLON,43.786583,7.373283,NICE,20.22,,,4.1,2.4,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR24033,GAP COMMANDERIE,44.555195,6.073015,EMBRUN,34.56,2.0,88.6,4.3,-1.5,275.95,21.0,9.3,90760.0
2026-03-27 00:00:00,FR24035,NICE PROMENADE,43.68929,7.242074,NICE,5.23,18.5,,8.7,5.5,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR24036,NICE ARSON,43.702076,7.286256,NICE,8.58,6.3,85.6,2.3,1.0,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR24038,GAP JEAN JAURES,44.54865,6.067237,EMBRUN,35.06,3.0,,7.9,3.3,275.95,21.0,9.3,90760.0
2026-03-27 00:00:00,FR24039,Obs Haute-Provence,43.933475,5.711809,ST AUBAN,26.43,,85.8,1.3,0.9,277.95,36.0,10.4,95460.0
2026-03-27 00:00:00,FR24040,Cheiron,43.791912,7.048276,NICE,20.49,,100.3,,,282.35,24.0,1.4,100270.0
2026-03-27 00:00:00,FR25035,Gd Couronne Mairie,49.358215,1.007853,ROUEN-BOOS,12.82,,,28.9,,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25036,Espace du Palais,49.442356,1.093789,ROUEN-BOOS,8.48,36.8,31.7,17.8,15.3,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25039,Evreux Centre,49.02134,1.148319,EVREUX-HUEST,5.36,9.8,26.3,12.9,11.2,273.65,87.0,2.4,100750.0
2026-03-27 00:00:00,FR25040,Mesnil Esnard,49.40619,1.15515,ROUEN-BOOS,2.5,,49.9,,,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25043,Centre Hospitalier,49.4005,1.099042,ROUEN-BOOS,5.87,20.8,38.3,21.6,19.1,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25048,Petit Quevilly,49.42815,1.058025,ROUEN-BOOS,9.71,43.5,,24.8,20.3,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25049,Base loisirs Poses,49.30487,1.214367,ROUEN-BOOS,9.77,,34.0,13.7,11.3,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25050,Bures-en-bray,49.78122,1.345083,DIEPPE,24.87,,31.8,,,277.55,79.0,2.9,101870.0
2026-03-27 00:00:00,FR25051,Dieppe prox-auto,49.918007,1.073972,DIEPPE,2.01,8.4,,9.4,13.0,277.55,79.0,2.9,101870.0
2026-03-27 00:00:00,FR25053,Rouen Proxi Quai de Paris,49.4367,1.098838,ROUEN-BOOS,7.79,25.4,,17.3,11.9,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25054,Petit-Quevilly Sud 3,49.434162,1.0670527,ROUEN-BOOS,9.46,46.9,,33.1,,274.95,87.0,1.8,100480.0
2026-03-27 00:00:00,FR25055,Dieppe Golf,49.92049,1.047892,DIEPPE,3.31,,61.0,9.7,7.7,277.55,79.0,2.9,101870.0
2026-03-27 00:00:00,FR26005,Dijon Péjoces,47.30737,5.065881,DIJON-LONGVIC,4.71,5.2,74.4,9.2,5.5,274.65,83.0,4.6,99520.0
2026-03-27 00:00:00,FR26012,Morvan,47.27476,4.099476,AUXERRE-PERRIGNY,73.77,3.0,70.9,7.0,8.1,274.35,89.0,1.9,100530.0
2026-03-27 00:00:00,FR26014,Dijon Trémouille,47.325745,5.041056,DIJON-LONGVIC,7.36,6.1,,4.7,,274.65,83.0,4.6,99520.0
2026-03-27 00:00:00,FR26016,Sens,48.200436,3.2773,AUXERRE-PERRIGNY,46.44,19.9,29.6,14.0,,274.35,89.0,1.9,100530.0
2026-03-27 00:00:00,FR26017,Nevers,46.996826,3.171092,NEVERS-MARZY,4.3,6.4,54.8,8.5,7.1,272.65,90.0,0.8,100220.0
2026-03-27 00:00:00,FR26019,Auxerre,47.800575,3.576189,AUXERRE-PERRIGNY,3.33,,33.0,13.7,12.2,274.35,89.0,1.9,100530.0
2026-03-27 00:00:00,FR26094,Dijon Ardennes,47.351368,5.070706,DIJON-LONGVIC,9.38,3.6,,3.7,6.0,274.65,83.0,4.6,99520.0
2026-03-27 00:00:00,FR27002,ROUSSILLON,45.36782,4.805147,GRENOBLE-ST GEOIRS,39.7,3.8,72.1,6.9,,274.85,85.0,7.6,97260.0
2026-03-27 00:00:00,FR27003,ROCHES DE CONDRIEU,45.454517,4.766528,LYON-BRON,32.9,2.6,72.2,,,276.15,78.0,5.4,99630.0
2026-03-27 00:00:00,FR27005,Sablons,45.321846,4.770702,GRENOBLE-ST GEOIRS,42.67,1.9,75.1,,,274.85,85.0,7.6,97260.0
2026-03-27 00:00:00,FR27007,Bourgoin-Jallieu,45.60822,5.270872,LYON-ST EXUPERY,19.95,3.6,59.7,3.6,3.1,275.35,83.0,5.3,99150.0
2026-03-27 00:00:00,FR27010,Plateau de Bonnevaux,45.4609,5.181081,GRENOBLE-ST GEOIRS,14.92,1.9,68.4,,,274.85,85.0,7.6,97260.0
2026-03-27 00:00:00,FR27011,A7 Salaise Ouest,45.344078,4.807481,GRENOBLE-ST GEOIRS,39.59,9.9,,5.0,6.9,274.85,85.0,7.6,97260.0
2026-03-27 00:00:00,FR28010,Harnes Serres,50.44914,2.9,LILLE-LESQUIN,19.38,24.0,21.6,,,273.55,95.0,1.0,101790.0
2026-03-27 00:00:00,FR28022,St-Laurent-Blangy,50.30886,2.807369,LILLE-LESQUIN,35.57,24.5,19.1,26.9,14.3,273.55,95.0,1.0,101790.0
2026-03-27 00:00:00,FR28028,Bethune Stade,50.535385,2.635692,LILLE-LESQUIN,32.85,15.8,32.9,22.0,18.4,273.55,95.0,1.0,101790.0
2026-03-27 00:00:00,FR28033,Noeux-les-Mines,50.48972,2.66642,LILLE-LESQUIN,31.75,,,23.8,,273.55,95.0,1.0,101790.0
2026-03-27 00:00:00,FR29424,SAINT ETIENNE SUD,45.42009,4.395422,ST ETIENNE-BOUTHEON,16.05,5.7,60.4,4.8,4.0,274.75,89.0,5.3,97350.0
2026-03-27 00:00:00,FR29426,SAINT-CHAMOND,45.475327,4.515003,ST ETIENNE-BOUTHEON,18.93,,78.7,,2.5,274.75,89.0,5.3,97350.0
2026-03-27 00:00:00,FR29439,LA TALAUDIERE,45.481777,4.429667,ST ETIENNE-BOUTHEON,12.75,2.3,71.6,4.3,3.6,274.75,89.0,5.3,97350.0
2026-03-27 00:00:00,FR29441,ST ETIENNE BD URBAIN ,45.44798,4.388764,ST ETIENNE-BOUTHEON,13.14,3.6,,6.0,,274.75,89.0,5.3,97350.0
2026-03-27 00:00:00,FR30019,Epinal,48.172653,6.4528165,LUXEUIL,43.39,9.6,40.9,7.2,5.3,272.35,91.0,0.5,98820.0
2026-03-27 00:00:00,FR30021,Fléville,48.621502,6.194922,NANCY-ESSEY,7.63,,,9.6,,274.35,75.0,2.7,99640.0
2026-03-27 00:00:00,FR30026,Luneville,48.584824,6.4839,NANCY-ESSEY,22.43,3.7,,,,274.35,75.0,2.7,99640.0
2026-03-27 00:00:00,FR30027,Frolois,48.565445,6.129578,NANCY-OCHEY,12.61,,,11.5,,272.15,93.0,2.0,98000.0
2026-03-27 00:00:00,FR30028,Schlucht,48.051117,7.011114,COLMAR-MEYENHEIM,32.5,2.7,,,,275.05,86.0,2.4,99550.0
2026-03-27 00:00:00,FR30030,Neuves-Maisons,48.614914,6.107672,NANCY-OCHEY,11.51,,,5.6,,272.15,93.0,2.0,98000.0
2026-03-27 00:00:00,FR30032,Heming,48.694725,6.965275,STRASBOURG-ENTZHEIM,52.18,6.0,,5.9,,274.85,84.0,2.2,100310.0
2026-03-27 00:00:00,FR30033,Jonville en Woevre,49.06583,5.785556,AEROPORT METZ-NANCY-LORRAINE,34.73,1.9,32.1,11.4,,273.25,81.0,1.8,99110.0
2026-03-27 00:00:00,FR30034,Nancy-Charles III,48.68817,6.190431,NANCY-ESSEY,2.28,12.1,58.4,9.5,7.0,274.35,75.0,2.7,99640.0
2026-03-27 00:00:00,FR30036,Nancy-Libération,48.69708,6.154194,NANCY-ESSEY,5.05,6.5,,,4.2,274.35,75.0,2.7,99640.0
2026-03-27 00:00:00,FR31001,GRAND PARC,44.86121,-0.58037,BORDEAUX-MERIGNAC,9.38,5.8,65.3,19.2,,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR31002,TALENCE,44.80046,-0.589398,BORDEAUX-MERIGNAC,8.71,11.5,58.4,16.4,9.5,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR31007,BASSENS,44.900295,-0.515835,BORDEAUX-MERIGNAC,15.85,6.9,62.0,17.2,10.7,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR31008,LE TEMPLE,44.86581,-0.94,BORDEAUX-MERIGNAC,19.99,1.1,41.7,,,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR31010,AMBES,45.01478,-0.533942,BORDEAUX-MERIGNAC,23.93,1.7,71.7,,,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR31013,BILLERE,43.3108,-0.391543,PAU-UZEIN,8.49,6.5,52.9,9.2,5.6,277.05,81.0,1.5,100270.0
2026-03-27 00:00:00,FR31016,SAINT-CROUTS,43.47982,-1.489157,BIARRITZ-PAYS-BASQUE,3.83,10.1,45.0,,,279.75,75.0,1.9,101680.0
2026-03-27 00:00:00,FR31017,ANGLET,43.49404,-1.528753,BIARRITZ-PAYS-BASQUE,2.78,8.0,,22.1,9.1,279.75,75.0,1.9,101680.0
2026-03-27 00:00:00,FR31020,LACQ,43.41123,-0.617728,PAU-UZEIN,16.53,5.0,,,,277.05,81.0,1.5,100270.0
2026-03-27 00:00:00,FR31021,LABASTIDE CEZERACQ,43.376278,-0.538206,PAU-UZEIN,9.9,5.5,27.7,9.4,,277.05,81.0,1.5,100270.0
2026-03-27 00:00:00,FR31024,MOURENX,43.377193,-0.610278,PAU-UZEIN,15.7,2.7,,,,277.05,81.0,1.5,100270.0
2026-03-27 00:00:00,FR31026,TARTAS Pelletrin,43.838875,-0.81203,MONT-DE-MARSAN,26.21,,,10.9,,276.25,87.0,0.6,101790.0
2026-03-27 00:00:00,FR31033,PERIGUEUX,45.189823,0.727184,BERGERAC,43.82,5.5,67.4,6.2,4.3,277.75,78.0,2.7,101780.0
2026-03-27 00:00:00,FR31039,PAU TOURASSE,43.311092,-0.352116,PAU-UZEIN,9.72,9.9,,17.3,,277.05,81.0,1.5,100270.0
2026-03-27 00:00:00,FR31040,MARMANDE,44.50878,0.142695,BERGERAC,46.15,2.4,,20.4,7.8,277.75,78.0,2.7,101780.0
2026-03-27 00:00:00,FR31043,Biarritz-hippodrome,43.470238,-1.553876,BIARRITZ-PAYS-BASQUE,1.58,4.5,79.1,22.0,7.5,279.75,75.0,1.9,101680.0
2026-03-27 00:00:00,FR31045,Bordeaux_GAUTIER,44.833824,-0.598525,BORDEAUX-MERIGNAC,7.33,20.7,,20.2,14.5,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR31055,MONT-DE-MARSAN - MIDOUZE,43.888973,-0.507028,MONT-DE-MARSAN,2.38,5.5,34.9,12.0,8.7,276.25,87.0,0.6,101790.0
2026-03-27 00:00:00,FR31057,Floirac Branne,44.84341,-0.50698,BORDEAUX-MERIGNAC,14.61,14.8,,15.7,,278.35,80.0,1.8,101920.0
2026-03-27 00:00:00,FR32001,Chalon Centre Ville,46.78231,4.847322,TAVAUX SA,52.79,6.6,,,2.2,274.55,87.0,3.5,99780.0
2026-03-27 00:00:00,FR32002,Champforgueil,46.821056,4.835083,TAVAUX SA,51.34,10.5,59.8,7.8,4.3,274.55,87.0,3.5,99780.0
2026-03-27 00:00:00,FR32005,Montceau-les-Mines 9me écluse,46.678783,4.366893,ST YAN,40.28,2.7,74.7,6.6,5.1,273.75,95.0,3.9,99290.0
2026-03-27 00:00:00,FR32006,Macon Paul Bert,46.316174,4.839994,MACON,4.26,2.9,77.6,,7.0,276.05,73.0,3.1,99480.0
2026-03-27 00:00:00,FR33101,PASTEUR,45.56472,5.928333,CHAMBERY-AIX,9.38,5.3,,3.6,2.7,276.85,71.0,3.5,99030.0
2026-03-27 00:00:00,FR33102,CHAMBERY LE HAUT,45.59667,5.918611,CHAMBERY-AIX,5.89,,69.7,,,276.85,71.0,3.5,99030.0
2026-03-27 00:00:00,FR33105,Chambéry Trafic,45.56943,5.932986,CHAMBERY-AIX,9.07,8.3,,1.1,,276.85,71.0,3.5,99030.0
2026-03-27 00:00:00,FR33113,Maurienne Trafic,45.209366,6.480326,VILLAR ST PANCRACE,38.69,0.4,,3.8,,270.45,35.0,1.5,86190.0
2026-03-27 00:00:00,FR33120,CHAMONIX,45.9225,6.87,BOURG ST MAURICE,35.43,9.7,49.2,11.1,,270.95,71.0,0.6,91400.0
2026-03-27 00:00:00,FR33121,Albertville,45.675,6.389722,BOURG ST MAURICE,29.86,3.2,62.1,2.8,2.2,270.95,71.0,0.6,91400.0
2026-03-27 00:00:00,FR33122,La Léchère,45.53583,6.471111,BOURG ST MAURICE,24.3,,,11.0,,270.95,71.0,0.6,91400.0
2026-03-27 00:00:00,FR33201,LOVERCHY,45.89528,6.118333,MEYTHET,4.11,5.7,72.2,3.7,2.9,274.85,73.0,4.4,96380.0
2026-03-27 00:00:00,FR33203,ANNECY Rocade,45.9097,6.11825,MEYTHET,2.78,5.1,,9.7,,274.85,73.0,4.4,96380.0
2026-03-27 00:00:00,FR33211,ANNEMASSE,46.19583,6.240556,MEYTHET,31.84,4.3,70.1,3.5,2.7,274.85,73.0,4.4,96380.0
2026-03-27 00:00:00,FR33212,GAILLARD,46.19364,6.214534,MEYTHET,30.95,,74.6,3.0,2.4,274.85,73.0,4.4,96380.0
2026-03-27 00:00:00,FR33220,PASSY,45.92361,6.713611,BOURG ST MAURICE,34.79,2.5,60.5,6.4,3.7,270.95,71.0,0.6,91400.0
2026-03-27 00:00:00,FR33232,BOSSONS,45.907223,6.845833,BOURG ST MAURICE,33.37,14.3,,11.0,,270.95,71.0,0.6,91400.0
2026-03-27 00:00:00,FR33302,St Germain/Rhône,46.072224,5.820833,MEYTHET,26.49,1.7,69.1,2.6,2.1,274.85,73.0,4.4,96380.0
2026-03-27 00:00:00,FR33305,Bourg-en-Bresse,46.211666,5.226389,AMBERIEU,27.33,2.0,44.5,6.0,5.1,273.55,96.0,3.2,99020.0
2026-03-27 00:00:00,FR34013,Gambetta,47.90708,1.901139,ORLEANS,13.05,14.5,,8.7,,271.75,92.0,1.2,100910.0
2026-03-27 00:00:00,FR34017,Marigny-les-usages,47.958973,2.009278,ORLEANS,17.56,,46.5,,,271.75,92.0,1.2,100910.0
2026-03-27 00:00:00,FR34024,Joué lès Tours,47.34414,0.653778,TOURS,12.46,16.1,39.6,8.3,6.5,276.55,74.0,1.7,101170.0
2026-03-27 00:00:00,FR34025,La Bruyère,47.419083,0.682944,TOURS,4.37,9.2,,8.5,6.9,276.55,74.0,1.7,101170.0
2026-03-27 00:00:00,FR34026,Tours péri-urbaine,47.46925,0.717333,TOURS,2.85,,64.3,,,276.55,74.0,1.7,101170.0
2026-03-27 00:00:00,FR34028,Pompidou,47.394638,0.704861,TOURS,5.8,10.6,,6.2,2.8,276.55,74.0,1.7,101170.0
2026-03-27 00:00:00,FR34029,La_Source-CNRS,47.83775,1.944667,ORLEANS,21.05,6.9,48.0,6.8,5.0,271.75,92.0,1.2,100910.0
2026-03-27 00:00:00,FR34030,Bourges-Baffier,47.075043,2.407183,BOURGES,4.0,11.4,,5.5,,275.15,86.0,1.8,100400.0
2026-03-27 00:00:00,FR34032,Leblanc,47.08278,2.405333,BOURGES,4.33,6.9,38.9,9.3,8.2,275.15,86.0,1.8,100400.0
2026-03-27 00:00:00,FR34038,Verneuil,46.814693,2.610069,AVORD,26.52,2.1,13.2,,2.2,274.05,94.0,1.5,100250.0
2026-03-27 00:00:00,FR34041,Fulbert,48.444416,1.510139,CHARTRES,1.91,,33.3,11.2,9.6,273.05,82.0,0.5,100550.0
2026-03-27 00:00:00,FR34043,Oysonville,48.39114,1.955611,CHARTRES,34.41,10.6,48.1,,,273.05,82.0,0.5,100550.0
2026-03-27 00:00:00,FR34046,Dreux Centre,48.729694,1.358472,CHARTRES,31.72,9.4,20.8,9.2,7.9,273.05,82.0,0.5,100550.0
2026-03-27 00:00:00,FR34047,Saint-Remy,48.760887,1.233639,EVREUX-HUEST,29.38,10.3,,7.7,,273.65,87.0,2.4,100750.0
2026-03-27 00:00:00,FR34048,Chartres_trafic,48.449158,1.492469,CHARTRES,1.41,15.0,,,5.8,273.05,82.0,0.5,100550.0
2026-03-27 00:00:00,FR34051,Chateauroux Sud,46.79828,1.693139,CHATEAUROUX  DEOLS,8.75,6.2,58.6,6.4,4.8,273.25,89.0,3.3,100520.0
2026-03-27 00:00:00,FR34054,Faverolles,47.170166,1.409694,ROMORANTIN,26.76,,59.9,,,271.95,92.0,0.0,101460.0
2026-03-27 00:00:00,FR34056,Montierchaume,46.86453,1.771944,CHATEAUROUX  DEOLS,2.43,,49.4,,,273.25,89.0,3.3,100520.0
2026-03-27 00:00:00,FR34061,Blois nord,47.594257,1.302667,BLOIS,11.56,8.4,50.8,8.3,7.0,273.65,89.0,1.0,100920.0
2026-03-27 00:00:00,FR34063,Blois_trafic,47.586544,1.326533,BLOIS,13.33,19.0,,,9.8,273.65,89.0,1.0,100920.0
2026-03-27 00:00:00,FR34064,Montargis_trafic,48.006935,2.740111,AUXERRE-PERRIGNY,63.65,13.9,,,8.1,274.35,89.0,1.9,100530.0
2026-03-27 00:00:00,FR34066,Montargis Les Cites,48.00145,2.72618,AUXERRE-PERRIGNY,64.44,19.1,37.1,13.3,11.2,274.35,89.0,1.9,100530.0
2026-03-27 00:00:00,FR34067,St Jean de la Ruelle,47.9103,1.873431,ORLEANS,11.41,18.2,,11.8,9.9,271.75,92.0,1.2,100910.0
2026-03-27 00:00:00,FR35002,ST JUNIEN - Fontaine,45.88485,0.898431,LIMOGES-BELLEGARDE,21.57,5.4,51.3,7.2,,275.55,86.0,4.0,97480.0
2026-03-27 00:00:00,FR35004,BRIVE - Dalton,45.158737,1.537259,BRIVE,5.19,5.2,54.9,11.6,,276.45,77.0,0.0,100920.0
2026-03-27 00:00:00,FR35006,TULLE - Hugo,45.262665,1.762752,BRIVE,26.09,6.7,44.0,5.2,,276.45,77.0,0.0,100920.0
2026-03-27 00:00:00,FR35007,PALAIS S/ V.- Garros,45.87331,1.307916,LIMOGES-BELLEGARDE,10.38,,66.4,5.2,6.1,275.55,86.0,4.0,97480.0
2026-03-27 00:00:00,FR35010,LIMOGES - Aine,45.829975,1.254772,LIMOGES-BELLEGARDE,7.09,4.1,,6.2,,275.55,86.0,4.0,97480.0
2026-03-27 00:00:00,FR35012,LA NOUAILLE - MERA,45.80509,2.062333,GUERET-ST LAURENT,42.09,,62.6,,,273.45,95.0,1.1,97920.0
2026-03-27 00:00:00,FR35019,SAILLAT - Ipaper,45.875835,0.823951,LIMOGES-BELLEGARDE,27.23,1.9,,6.1,,275.55,86.0,4.0,97480.0
2026-03-27 00:00:00,FR35027,LIMOGES - BERLAND,45.842205,1.259689,LIMOGES-BELLEGARDE,6.89,4.4,64.4,5.5,4.1,275.55,86.0,4.0,97480.0
2026-03-27 00:00:00,FR36001,Valence Périurb. Sud,44.870243,4.876289,MONTELIMAR,34.08,5.0,65.6,,,279.15,58.0,10.1,100780.0
2026-03-27 00:00:00,FR36002,Valence Urb. Centre,44.933514,4.893481,MONTELIMAR,41.18,4.6,64.8,4.5,3.6,279.15,58.0,10.1,100780.0
2026-03-27 00:00:00,FR36019,Romans-sur-Isère,45.0425,5.0443,GRENOBLE-ST GEOIRS,41.5,,69.5,5.2,4.0,274.85,85.0,7.6,97260.0
2026-03-27 00:00:00,FR36021,Drôme Rurale Sud-SND,44.569443,5.278972,MONTELIMAR,43.26,0.8,79.9,2.1,1.6,279.15,58.0,10.1,100780.0
2026-03-27 00:00:00,FR36032,A7 Valence Est,44.9492,4.890133,MONTELIMAR,42.76,5.3,,9.2,,279.15,58.0,10.1,100780.0
2026-03-27 00:00:00,FR37001,ST de Baie mahault,16.257307,-61.591724,LE RAIZET AERO,8.08,4.4,35.4,,,297.85,79.0,3.8,101400.0
2026-03-27 00:00:00,FR37006,PTP-VICTOIRE,16.23674,-61.5341,LE RAIZET AERO,3.58,25.0,25.8,7.6,3.2,297.85,79.0,3.8,101400.0
2026-03-27 00:00:00,FR37010,BT_PICHON,15.994349,-61.727203,LE RAIZET AERO,37.5,21.8,35.8,7.9,3.3,297.85,79.0,3.8,101400.0
2026-03-27 00:00:00,FR37040,ABYMES RN1,16.254086,-61.53713,LE RAIZET AERO,2.48,1.6,,10.1,,297.85,79.0,3.8,101400.0
2026-03-27 00:00:00,FR37041,Anse-Bertrand Campêche,16.4545,-61.4281,LE RAIZET AERO,23.18,,,20.6,,297.85,79.0,3.8,101400.0
2026-03-27 00:00:00,FR38001,LYC. LISLET GEOFFROY,-20.889893,55.46884,GILLOT-AEROPORT,6.22,6.7,17.5,10.2,3.9,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38009,Ecole La Marine,-20.910585,55.618977,GILLOT-AEROPORT,9.6,12.6,,,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38011,Station Luther King,-21.334406,55.45906,GILLOT-AEROPORT,49.7,9.0,8.8,14.5,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38014,Ligne Paradis,-21.312895,55.474194,GILLOT-AEROPORT,47.12,5.9,9.7,3.9,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38016,Station Bourg-Murat,-21.204815,55.58262,GILLOT-AEROPORT,35.21,15.4,14.3,4.0,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38017,Grand Coude,-21.29433,55.62793,GILLOT-AEROPORT,45.89,,,3.3,2.2,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38018,Centre Penitencier,-20.9498,55.313828,GILLOT-AEROPORT,23.22,17.8,,,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38020,Plateau Caillou,-21.022112,55.266773,GILLOT-AEROPORT,30.8,5.3,19.3,3.6,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38021,Grand Fond,-21.032139,55.232563,GILLOT-AEROPORT,34.46,6.4,22.3,,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38022,Chaussée Royale,-20.998577,55.28062,GILLOT-AEROPORT,28.35,,,9.0,2.6,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38024,RDT SAINT-LEU,-21.213211,55.302845,GILLOT-AEROPORT,42.7,6.9,,6.7,3.3,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR38098,Sarda Garriga,-21.277075,55.403065,GILLOT-AEROPORT,44.74,2.4,,,,295.75,91.0,3.1,101240.0
2026-03-27 00:00:00,FR39008,Ville de Schoelcher,14.616389,-61.100792,LAMENTIN-AERO,11.55,,,9.5,4.6,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39009,Lamentin,14.610653,-61.002586,LAMENTIN-AERO,1.86,7.6,39.2,12.8,6.1,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39010,Concorde,14.613844,-61.06349,LAMENTIN-AERO,7.58,11.5,,,,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39011,Reneville,14.614111,-61.05308,LAMENTIN-AERO,6.52,4.7,,10.9,,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39014,Sainte_Luce,14.468869,-60.927418,LAMENTIN-AERO,15.87,0.3,71.1,10.9,5.1,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39015,Fort-de-France - Hôtel de ville,14.607444,-61.06978,LAMENTIN-AERO,8.09,,,8.8,3.8,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39016,Robert Bourg,14.678025,-60.939056,LAMENTIN-AERO,11.03,-0.6,76.7,9.0,3.6,298.65,73.0,5.9,101300.0
2026-03-27 00:00:00,FR39017,Bellevue,14.601469,-61.08533,LAMENTIN-AERO,9.67,2.1,75.7,,,298.65,73.0,5.9,101300.0
